id,mass,sources,formula_diff
EVODEX.2-M21,-180.06336,"EVODEX.2-P1963,EVODEX.2-P1965,EVODEX.2-P1966,EVODEX.2-P2014,EVODEX.2-P2016,EVODEX.2-P2083,EVODEX.2-P2084,EVODEX.2-P2097,EVODEX.2-P2098,EVODEX.2-P2119,EVODEX.2-P2934,EVODEX.2-P2936,EVODEX.2-P2954,EVODEX.2-P3780,EVODEX.2-P3784,EVODEX.2-P3789,EVODEX.2-P3793,EVODEX.2-P3796,EVODEX.2-P3801,EVODEX.2-P3807,EVODEX.2-P3855,EVODEX.2-P3890,EVODEX.2-P3897,EVODEX.2-P3898,EVODEX.2-P3903,EVODEX.2-P3909,EVODEX.2-P3927,EVODEX.2-P3928,EVODEX.2-P3929,EVODEX.2-P3930,EVODEX.2-P3953,EVODEX.2-P3967,EVODEX.2-P3982,EVODEX.2-P6023,EVODEX.2-P6025","{""C"": -6, ""H"": -12, ""O"": -6}"
EVODEX.2-M49,-131.09468999999999,"EVODEX.2-P2529,EVODEX.2-P2547,EVODEX.2-P2605,EVODEX.2-P2607,EVODEX.2-P2608,EVODEX.2-P2619,EVODEX.2-P2621,EVODEX.2-P2631,EVODEX.2-P2711,EVODEX.2-P2712,EVODEX.2-P4019,EVODEX.2-P4032,EVODEX.2-P4188,EVODEX.2-P4317,EVODEX.2-P4320,EVODEX.2-P4381,EVODEX.2-P5225,EVODEX.2-P5269,EVODEX.2-P5270,EVODEX.2-P5282","{""C"": -6, ""H"": -13, ""N"": -1, ""O"": -2}"
EVODEX.2-M470,-260.02968999999996,"EVODEX.2-P3161,EVODEX.2-P3170,EVODEX.2-P3233,EVODEX.2-P3234,EVODEX.2-P3235","{""C"": -6, ""H"": -13, ""O"": -9, ""P"": -1}"
EVODEX.2-M142,-146.10562000000002,"EVODEX.2-P4210,EVODEX.2-P4325,EVODEX.2-P4346,EVODEX.2-P4355,EVODEX.2-P4365,EVODEX.2-P5280,EVODEX.2-P5309,EVODEX.2-P5311,EVODEX.2-P5312,EVODEX.2-P5315","{""C"": -6, ""H"": -14, ""N"": -2, ""O"": -2}"
EVODEX.2-M471,-174.11182000000002,"EVODEX.2-P4080,EVODEX.2-P4095,EVODEX.2-P4333,EVODEX.2-P4347,EVODEX.2-P4364","{""C"": -6, ""H"": -14, ""N"": -4, ""O"": -2}"
EVODEX.2-M555,-387.97255,"EVODEX.2-P5788,EVODEX.2-P5790,EVODEX.2-P5796","{""C"": -6, ""H"": -15, ""O"": -13, ""P"": -3}"
EVODEX.2-M76,-121.01639,"EVODEX.2-P3403,EVODEX.2-P3405,EVODEX.2-P3627,EVODEX.2-P3630,EVODEX.2-P3714,EVODEX.2-P3724,EVODEX.2-P3763,EVODEX.2-P3765,EVODEX.2-P3766,EVODEX.2-P3770,EVODEX.2-P3775,EVODEX.2-P3777,EVODEX.2-P3817,EVODEX.2-P3917,EVODEX.2-P3963","{""C"": -6, ""H"": -3, ""N"": -1, ""O"": -2}"
EVODEX.2-M143,-120.03242,"EVODEX.2-P4070,EVODEX.2-P4241,EVODEX.2-P4253,EVODEX.2-P4711,EVODEX.2-P4744,EVODEX.2-P4906,EVODEX.2-P5238,EVODEX.2-P5242,EVODEX.2-P5245,EVODEX.2-P5247","{""C"": -6, ""H"": -4, ""N"": -2, ""O"": -1}"
EVODEX.2-M77,-139.02695,"EVODEX.2-P2113,EVODEX.2-P2984,EVODEX.2-P2986,EVODEX.2-P2987,EVODEX.2-P2995,EVODEX.2-P3670,EVODEX.2-P3778,EVODEX.2-P3942,EVODEX.2-P3973,EVODEX.2-P3976,EVODEX.2-P3980,EVODEX.2-P4112,EVODEX.2-P4443,EVODEX.2-P4553,EVODEX.2-P4855","{""C"": -6, ""H"": -5, ""N"": -1, ""O"": -3}"
EVODEX.2-M78,-138.04298,"EVODEX.2-P1858,EVODEX.2-P1860,EVODEX.2-P1877,EVODEX.2-P1878,EVODEX.2-P1880,EVODEX.2-P3612,EVODEX.2-P4237,EVODEX.2-P4240,EVODEX.2-P4522,EVODEX.2-P4537,EVODEX.2-P4884,EVODEX.2-P5237,EVODEX.2-P5241,EVODEX.2-P5246,EVODEX.2-P5553","{""C"": -6, ""H"": -6, ""N"": -2, ""O"": -2}"
EVODEX.2-M472,-154.03788,"EVODEX.2-P2570,EVODEX.2-P2572,EVODEX.2-P2575,EVODEX.2-P2693,EVODEX.2-P2762","{""C"": -6, ""H"": -6, ""N"": -2, ""O"": -3}"
EVODEX.2-M144,-94.04188,"EVODEX.2-P2999,EVODEX.2-P3002,EVODEX.2-P3003,EVODEX.2-P3004,EVODEX.2-P3006,EVODEX.2-P3436,EVODEX.2-P3614,EVODEX.2-P3811,EVODEX.2-P3972,EVODEX.2-P4516","{""C"": -6, ""H"": -6, ""O"": -1}"
EVODEX.2-M475,-137.05901,"EVODEX.2-P4141,EVODEX.2-P4193,EVODEX.2-P4198,EVODEX.2-P4200,EVODEX.2-P4379","{""C"": -6, ""H"": -7, ""N"": -3, ""O"": -1}"
EVODEX.2-M476,-176.03204,"EVODEX.2-P3821,EVODEX.2-P3822,EVODEX.2-P3956,EVODEX.2-P3957,EVODEX.2-P3958","{""C"": -6, ""H"": -8, ""O"": -6}"
EVODEX.2-M477,-159.03547,"EVODEX.2-P4398,EVODEX.2-P4399,EVODEX.2-P4411,EVODEX.2-P4413,EVODEX.2-P4414","{""C"": -6, ""H"": -9, ""N"": -1, ""O"": -2, ""S"": -1}"
EVODEX.2-M478,-155.06957,"EVODEX.2-P4196,EVODEX.2-P4199,EVODEX.2-P4212,EVODEX.2-P4378,EVODEX.2-P4425","{""C"": -6, ""H"": -9, ""N"": -3, ""O"": -2}"
EVODEX.2-M479,-190.0477,"EVODEX.2-P3459,EVODEX.2-P3814,EVODEX.2-P3815,EVODEX.2-P3819,EVODEX.2-P3820","{""C"": -7, ""H"": -10, ""O"": -6}"
EVODEX.2-M480,-164.02222,"EVODEX.2-P4450,EVODEX.2-P4456,EVODEX.2-P4461,EVODEX.2-P4467,EVODEX.2-P4476","{""C"": -7, ""H"": -4, ""N"": -2, ""O"": -3}"
EVODEX.2-M481,-104.02622,"EVODEX.2-P4482,EVODEX.2-P4926,EVODEX.2-P5252,EVODEX.2-P5254,EVODEX.2-P5306","{""C"": -7, ""H"": -4, ""O"": -1}"
EVODEX.2-M482,-152.01092,"EVODEX.2-P3470,EVODEX.2-P3471,EVODEX.2-P3472,EVODEX.2-P3475,EVODEX.2-P3476","{""C"": -7, ""H"": -4, ""O"": -4}"
EVODEX.2-M483,-163.03825,"EVODEX.2-P4479,EVODEX.2-P4539,EVODEX.2-P4543,EVODEX.2-P4670,EVODEX.2-P4673","{""C"": -7, ""H"": -5, ""N"": -3, ""O"": -2}"
EVODEX.2-M145,-90.04698,"EVODEX.2-P3542,EVODEX.2-P3849,EVODEX.2-P3851,EVODEX.2-P4680,EVODEX.2-P4958,EVODEX.2-P5453,EVODEX.2-P5456,EVODEX.2-P5461,EVODEX.2-P5463,EVODEX.2-P5466","{""C"": -7, ""H"": -6}"
EVODEX.2-M484,-182.03278,"EVODEX.2-P3557,EVODEX.2-P4460,EVODEX.2-P4465,EVODEX.2-P4468,EVODEX.2-P5232","{""C"": -7, ""H"": -6, ""N"": -2, ""O"": -4}"
EVODEX.2-M485,-181.04881,"EVODEX.2-P4478,EVODEX.2-P4538,EVODEX.2-P4541,EVODEX.2-P4671,EVODEX.2-P4672","{""C"": -7, ""H"": -7, ""N"": -3, ""O"": -3}"
EVODEX.2-M146,-108.05754,"EVODEX.2-P3458,EVODEX.2-P3543,EVODEX.2-P3848,EVODEX.2-P3914,EVODEX.2-P4113,EVODEX.2-P4115,EVODEX.2-P4119,EVODEX.2-P4125,EVODEX.2-P4137,EVODEX.2-P4679","{""C"": -7, ""H"": -8, ""O"": -1}"
EVODEX.2-M489,-231.02970000000002,"EVODEX.2-P1171,EVODEX.2-P1177,EVODEX.2-P1180,EVODEX.2-P1185,EVODEX.2-P1197","{""C"": -8, ""H"": -10, ""N"": -1, ""O"": -5, ""P"": -1}"
EVODEX.2-M490,-198.0464,"EVODEX.2-P1604,EVODEX.2-P3432,EVODEX.2-P3564,EVODEX.2-P5216,EVODEX.2-P5217","{""C"": -8, ""H"": -10, ""N"": -2, ""O"": -2, ""S"": -1}"
EVODEX.2-M491,-226.0703,"EVODEX.2-P4497,EVODEX.2-P4499,EVODEX.2-P4500,EVODEX.2-P4637,EVODEX.2-P5109","{""C"": -8, ""H"": -10, ""N"": -4, ""O"": -4}"
EVODEX.2-M493,-216.05696,"EVODEX.2-P1605,EVODEX.2-P5196,EVODEX.2-P5208,EVODEX.2-P5213,EVODEX.2-P5229","{""C"": -8, ""H"": -12, ""N"": -2, ""O"": -3, ""S"": -1}"
EVODEX.2-M494,-203.07939,"EVODEX.2-P2064,EVODEX.2-P3824,EVODEX.2-P3865,EVODEX.2-P3866,EVODEX.2-P3979","{""C"": -8, ""H"": -13, ""N"": -1, ""O"": -5}"
EVODEX.2-M495,-126.10452000000001,"EVODEX.2-P3386,EVODEX.2-P3437,EVODEX.2-P3438,EVODEX.2-P3463,EVODEX.2-P3508","{""C"": -8, ""H"": -14, ""O"": -1}"
EVODEX.2-M576,-330.02875,"EVODEX.2-P6530,EVODEX.2-P6533","{""C"": -8, ""H"": -15, ""N"": -2, ""O"": -8, ""P"": -1, ""S"": -1}"
EVODEX.2-M496,-118.04188,"EVODEX.2-P3431,EVODEX.2-P5209,EVODEX.2-P5221,EVODEX.2-P5224,EVODEX.2-P5316","{""C"": -8, ""H"": -6, ""O"": -1}"
EVODEX.2-M497,-134.03678,"EVODEX.2-P4340,EVODEX.2-P4342,EVODEX.2-P4545,EVODEX.2-P5265,EVODEX.2-P5467","{""C"": -8, ""H"": -6, ""O"": -2}"
EVODEX.2-M499,-208.05974,"EVODEX.2-P4498,EVODEX.2-P4501,EVODEX.2-P4502,EVODEX.2-P4503,EVODEX.2-P4504","{""C"": -8, ""H"": -8, ""N"": -4, ""O"": -3}"
EVODEX.2-M500,-210.0641,"EVODEX.2-P4388,EVODEX.2-P4390,EVODEX.2-P4391,EVODEX.2-P4392,EVODEX.2-P4393","{""C"": -9, ""H"": -10, ""N"": -2, ""O"": -4}"
EVODEX.2-M147,-165.07903,"EVODEX.2-P2533,EVODEX.2-P2534,EVODEX.2-P2541,EVODEX.2-P2550,EVODEX.2-P2732,EVODEX.2-P4013,EVODEX.2-P4028,EVODEX.2-P4063,EVODEX.2-P4329,EVODEX.2-P4330","{""C"": -9, ""H"": -11, ""N"": -1, ""O"": -2}"
EVODEX.2-M501,-181.07393,"EVODEX.2-P4015,EVODEX.2-P4024,EVODEX.2-P4060,EVODEX.2-P4234,EVODEX.2-P4315","{""C"": -9, ""H"": -11, ""N"": -1, ""O"": -3}"
EVODEX.2-M502,-305.04135999999994,"EVODEX.2-P3186,EVODEX.2-P3193,EVODEX.2-P3222,EVODEX.2-P3242,EVODEX.2-P3246","{""C"": -9, ""H"": -12, ""N"": -3, ""O"": -7, ""P"": -1}"
EVODEX.2-M148,-324.03589,"EVODEX.2-P2847,EVODEX.2-P2970,EVODEX.2-P2971,EVODEX.2-P3141,EVODEX.2-P3249,EVODEX.2-P3251,EVODEX.2-P3255,EVODEX.2-P3256,EVODEX.2-P3257,EVODEX.2-P3266","{""C"": -9, ""H"": -13, ""N"": -2, ""O"": -9, ""P"": -1}"
EVODEX.2-M22,-404.00222,"EVODEX.2-P1967,EVODEX.2-P1969,EVODEX.2-P1983,EVODEX.2-P1984,EVODEX.2-P1985,EVODEX.2-P1987,EVODEX.2-P1999,EVODEX.2-P2000,EVODEX.2-P2001,EVODEX.2-P2005,EVODEX.2-P2020,EVODEX.2-P2021,EVODEX.2-P2026,EVODEX.2-P2031,EVODEX.2-P2034,EVODEX.2-P2035,EVODEX.2-P2037,EVODEX.2-P2038,EVODEX.2-P2044,EVODEX.2-P2056,EVODEX.2-P2079,EVODEX.2-P2080,EVODEX.2-P2087,EVODEX.2-P2089,EVODEX.2-P2092,EVODEX.2-P2132,EVODEX.2-P2136,EVODEX.2-P2165,EVODEX.2-P2866,EVODEX.2-P2887,EVODEX.2-P2889,EVODEX.2-P2904,EVODEX.2-P2920,EVODEX.2-P3182,EVODEX.2-P3887","{""C"": -9, ""H"": -14, ""N"": -2, ""O"": -12, ""P"": -2}"
EVODEX.2-M149,-323.05192,"EVODEX.2-P2168,EVODEX.2-P2169,EVODEX.2-P2171,EVODEX.2-P2174,EVODEX.2-P2182,EVODEX.2-P3142,EVODEX.2-P3226,EVODEX.2-P3240,EVODEX.2-P3241,EVODEX.2-P3263","{""C"": -9, ""H"": -14, ""N"": -3, ""O"": -8, ""P"": -1}"
EVODEX.2-M503,-387.02335,"EVODEX.2-P2807,EVODEX.2-P2854,EVODEX.2-P2899,EVODEX.2-P2979,EVODEX.2-P3712","{""C"": -9, ""H"": -15, ""N"": -3, ""O"": -10, ""P"": -2}"
EVODEX.2-M150,-403.01825,"EVODEX.2-P2805,EVODEX.2-P2806,EVODEX.2-P2830,EVODEX.2-P2867,EVODEX.2-P2941,EVODEX.2-P2968,EVODEX.2-P3098,EVODEX.2-P3104,EVODEX.2-P3109,EVODEX.2-P3119","{""C"": -9, ""H"": -15, ""N"": -3, ""O"": -11, ""P"": -2}"
EVODEX.2-M151,-184.12128,"EVODEX.2-P4294,EVODEX.2-P4547,EVODEX.2-P4548,EVODEX.2-P4549,EVODEX.2-P4551,EVODEX.2-P4555,EVODEX.2-P5028,EVODEX.2-P5031,EVODEX.2-P5035,EVODEX.2-P5116","{""C"": -9, ""H"": -16, ""N"": -2, ""O"": -2}"
EVODEX.2-M152,-202.13184,"EVODEX.2-P4546,EVODEX.2-P4550,EVODEX.2-P4552,EVODEX.2-P4554,EVODEX.2-P4703,EVODEX.2-P5013,EVODEX.2-P5019,EVODEX.2-P5027,EVODEX.2-P5030,EVODEX.2-P5034","{""C"": -9, ""H"": -18, ""N"": -2, ""O"": -3}"
EVODEX.2-M504,-161.04771,"EVODEX.2-P4272,EVODEX.2-P4283,EVODEX.2-P4296,EVODEX.2-P4309,EVODEX.2-P4318","{""C"": -9, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2-M505,-192.05354,"EVODEX.2-P4371,EVODEX.2-P4372,EVODEX.2-P4387,EVODEX.2-P4389,EVODEX.2-P4394","{""C"": -9, ""H"": -8, ""N"": -2, ""O"": -3}"
EVODEX.2-M506,-164.04734,"EVODEX.2-P2532,EVODEX.2-P2535,EVODEX.2-P2540,EVODEX.2-P2552,EVODEX.2-P2737","{""C"": -9, ""H"": -8, ""O"": -3}"
EVODEX.2-M507,-180.04224,"EVODEX.2-P2384,EVODEX.2-P2445,EVODEX.2-P2623,EVODEX.2-P2658,EVODEX.2-P2751","{""C"": -9, ""H"": -8, ""O"": -4}"
EVODEX.2-M153,-147.06847,"EVODEX.2-P4010,EVODEX.2-P4026,EVODEX.2-P4058,EVODEX.2-P4061,EVODEX.2-P4090,EVODEX.2-P4154,EVODEX.2-P4246,EVODEX.2-P4311,EVODEX.2-P4348,EVODEX.2-P4362","{""C"": -9, ""H"": -9, ""N"": -1, ""O"": -1}"
EVODEX.2-M154,-163.06337,"EVODEX.2-P4001,EVODEX.2-P4012,EVODEX.2-P4051,EVODEX.2-P4232,EVODEX.2-P4343,EVODEX.2-P4363,EVODEX.2-P4367,EVODEX.2-P4422,EVODEX.2-P5024,EVODEX.2-P5276","{""C"": -9, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2-M508,-17.966169999999998,"EVODEX.2-P5744,EVODEX.2-P5747,EVODEX.2-P5750,EVODEX.2-P5752,EVODEX.2-P5755","{""Cl"": -1, ""H"": 1, ""O"": 1}"
EVODEX.2-M509,-35.976729999999996,"EVODEX.2-P5742,EVODEX.2-P5743,EVODEX.2-P5746,EVODEX.2-P5757,EVODEX.2-P5761","{""Cl"": -1, ""H"": -1}"
EVODEX.2-M3,1.00783,"EVODEX.2-P181,EVODEX.2-P20,EVODEX.2-P751,EVODEX.2-P92,EVODEX.2-P998","{""H"": 1}"
EVODEX.2-M510,15.01093,"EVODEX.2-P5387,EVODEX.2-P6033,EVODEX.2-P6034,EVODEX.2-P6234,EVODEX.2-P6261","{""H"": 1, ""N"": 1}"
EVODEX.2-M155,-0.9839699999999993,"EVODEX.2-P4877,EVODEX.2-P5328,EVODEX.2-P5408,EVODEX.2-P5410,EVODEX.2-P5418","{""H"": 1, ""N"": 1, ""O"": -1}"
EVODEX.2-M511,18.994529999999997,"EVODEX.2-P5633,EVODEX.2-P5644,EVODEX.2-P5650,EVODEX.2-P5670,EVODEX.2-P5673","{""H"": 1, ""N"": -1, ""O"": 2}"
EVODEX.2-M25,79.96633,"EVODEX.2-P1449,EVODEX.2-P2801,EVODEX.2-P2880,EVODEX.2-P2906,EVODEX.2-P2910,EVODEX.2-P3013,EVODEX.2-P3016,EVODEX.2-P3022,EVODEX.2-P3024,EVODEX.2-P3026,EVODEX.2-P3028,EVODEX.2-P3037,EVODEX.2-P3046,EVODEX.2-P3052,EVODEX.2-P3054,EVODEX.2-P3057,EVODEX.2-P3061,EVODEX.2-P3065,EVODEX.2-P3068,EVODEX.2-P3076,EVODEX.2-P3099,EVODEX.2-P3102,EVODEX.2-P3103,EVODEX.2-P3125,EVODEX.2-P3128","{""H"": 1, ""O"": 3, ""P"": 1}"
EVODEX.2-M598,-61.95577,EVODEX.2-P3267,"{""H"": 1, ""O"": -2, ""P"": -1}"
EVODEX.2-M6,2.01566,"EVODEX.2-P1,EVODEX.2-P103,EVODEX.2-P1310,EVODEX.2-P1311,EVODEX.2-P1313,EVODEX.2-P1318,EVODEX.2-P1319,EVODEX.2-P1320,EVODEX.2-P151,EVODEX.2-P156,EVODEX.2-P26,EVODEX.2-P3,EVODEX.2-P32,EVODEX.2-P34,EVODEX.2-P4,EVODEX.2-P40,EVODEX.2-P47,EVODEX.2-P49,EVODEX.2-P5,EVODEX.2-P58,EVODEX.2-P63,EVODEX.2-P7,EVODEX.2-P70,EVODEX.2-P719,EVODEX.2-P76,EVODEX.2-P773,EVODEX.2-P775,EVODEX.2-P776,EVODEX.2-P8,EVODEX.2-P817,EVODEX.2-P830,EVODEX.2-P852,EVODEX.2-P87,EVODEX.2-P889,EVODEX.2-P890,EVODEX.2-P891,EVODEX.2-P892,EVODEX.2-P894,EVODEX.2-P908,EVODEX.2-P93","{""H"": 2}"
EVODEX.2-M512,37.989059999999995,"EVODEX.2-P5638,EVODEX.2-P5642,EVODEX.2-P5647,EVODEX.2-P5648,EVODEX.2-P5661","{""H"": 2, ""N"": -2, ""O"": 4}"
EVODEX.2-M2,18.010559999999998,"EVODEX.2-P1874,EVODEX.2-P1902,EVODEX.2-P1904,EVODEX.2-P1968,EVODEX.2-P2004,EVODEX.2-P2273,EVODEX.2-P3373,EVODEX.2-P3383,EVODEX.2-P3387,EVODEX.2-P3390,EVODEX.2-P3393,EVODEX.2-P3398,EVODEX.2-P3404,EVODEX.2-P3406,EVODEX.2-P3407,EVODEX.2-P3409,EVODEX.2-P3413,EVODEX.2-P3417,EVODEX.2-P3420,EVODEX.2-P3423,EVODEX.2-P3425,EVODEX.2-P3441,EVODEX.2-P3442,EVODEX.2-P3445,EVODEX.2-P3447,EVODEX.2-P3449,EVODEX.2-P3450,EVODEX.2-P3455,EVODEX.2-P3467,EVODEX.2-P3468,EVODEX.2-P3474,EVODEX.2-P3483,EVODEX.2-P3485,EVODEX.2-P3486,EVODEX.2-P3487,EVODEX.2-P3489,EVODEX.2-P3490,EVODEX.2-P3496,EVODEX.2-P3498,EVODEX.2-P3500,EVODEX.2-P3502,EVODEX.2-P3504,EVODEX.2-P3505,EVODEX.2-P3510,EVODEX.2-P3511,EVODEX.2-P3522,EVODEX.2-P3523,EVODEX.2-P3525,EVODEX.2-P3527,EVODEX.2-P3533,EVODEX.2-P3539,EVODEX.2-P3541,EVODEX.2-P3558,EVODEX.2-P3577,EVODEX.2-P3578,EVODEX.2-P3581,EVODEX.2-P3584,EVODEX.2-P3589,EVODEX.2-P3591,EVODEX.2-P3600,EVODEX.2-P3608,EVODEX.2-P3613,EVODEX.2-P3615,EVODEX.2-P3616,EVODEX.2-P3619,EVODEX.2-P3623,EVODEX.2-P3625,EVODEX.2-P3631,EVODEX.2-P3632,EVODEX.2-P3640,EVODEX.2-P3647,EVODEX.2-P3648,EVODEX.2-P3649,EVODEX.2-P3653,EVODEX.2-P3660,EVODEX.2-P3663,EVODEX.2-P3671,EVODEX.2-P3677,EVODEX.2-P3684,EVODEX.2-P3689,EVODEX.2-P3692,EVODEX.2-P3695,EVODEX.2-P3697,EVODEX.2-P3699,EVODEX.2-P3702,EVODEX.2-P3704,EVODEX.2-P3705,EVODEX.2-P3709,EVODEX.2-P3715,EVODEX.2-P3716,EVODEX.2-P3717,EVODEX.2-P3718,EVODEX.2-P3720,EVODEX.2-P3725,EVODEX.2-P3726,EVODEX.2-P3728,EVODEX.2-P3733,EVODEX.2-P3736,EVODEX.2-P3740,EVODEX.2-P3742,EVODEX.2-P3750,EVODEX.2-P3755,EVODEX.2-P3757,EVODEX.2-P3760,EVODEX.2-P3767,EVODEX.2-P3769,EVODEX.2-P3771,EVODEX.2-P3772,EVODEX.2-P3776,EVODEX.2-P3781,EVODEX.2-P3787,EVODEX.2-P3790,EVODEX.2-P3792,EVODEX.2-P3794,EVODEX.2-P3797,EVODEX.2-P3802,EVODEX.2-P3804,EVODEX.2-P3806,EVODEX.2-P3809,EVODEX.2-P3812,EVODEX.2-P3831,EVODEX.2-P3832,EVODEX.2-P3834,EVODEX.2-P3836,EVODEX.2-P3841,EVODEX.2-P3843,EVODEX.2-P3847,EVODEX.2-P3853,EVODEX.2-P3861,EVODEX.2-P3862,EVODEX.2-P3868,EVODEX.2-P3872,EVODEX.2-P3874,EVODEX.2-P3875,EVODEX.2-P3877,EVODEX.2-P3879,EVODEX.2-P3881,EVODEX.2-P3883,EVODEX.2-P3886,EVODEX.2-P3888,EVODEX.2-P3891,EVODEX.2-P3900,EVODEX.2-P3911,EVODEX.2-P3915,EVODEX.2-P3923,EVODEX.2-P3924,EVODEX.2-P3926,EVODEX.2-P3939,EVODEX.2-P3941,EVODEX.2-P3945,EVODEX.2-P3947,EVODEX.2-P3950,EVODEX.2-P3952,EVODEX.2-P3955,EVODEX.2-P3964,EVODEX.2-P3965,EVODEX.2-P3969,EVODEX.2-P3971,EVODEX.2-P3990,EVODEX.2-P3991,EVODEX.2-P3992,EVODEX.2-P3994,EVODEX.2-P3996,EVODEX.2-P4007,EVODEX.2-P4030,EVODEX.2-P4092,EVODEX.2-P4152,EVODEX.2-P4156,EVODEX.2-P4168,EVODEX.2-P4217,EVODEX.2-P4221,EVODEX.2-P4223,EVODEX.2-P4224,EVODEX.2-P4229,EVODEX.2-P4230,EVODEX.2-P4239,EVODEX.2-P4242,EVODEX.2-P4249,EVODEX.2-P4250,EVODEX.2-P4252,EVODEX.2-P4258,EVODEX.2-P4259,EVODEX.2-P4260,EVODEX.2-P4264,EVODEX.2-P4266,EVODEX.2-P4298,EVODEX.2-P4303,EVODEX.2-P4335,EVODEX.2-P4337,EVODEX.2-P4339,EVODEX.2-P4341,EVODEX.2-P4345,EVODEX.2-P4397,EVODEX.2-P4416,EVODEX.2-P4418,EVODEX.2-P4439,EVODEX.2-P4457,EVODEX.2-P4462,EVODEX.2-P4483,EVODEX.2-P4514,EVODEX.2-P4542,EVODEX.2-P4558,EVODEX.2-P4566,EVODEX.2-P4567,EVODEX.2-P4569,EVODEX.2-P4575,EVODEX.2-P4581,EVODEX.2-P4595,EVODEX.2-P4606,EVODEX.2-P4631,EVODEX.2-P4704,EVODEX.2-P4716,EVODEX.2-P4717,EVODEX.2-P4719,EVODEX.2-P4731,EVODEX.2-P4733,EVODEX.2-P4746,EVODEX.2-P4748,EVODEX.2-P4754,EVODEX.2-P4757,EVODEX.2-P4759,EVODEX.2-P4761,EVODEX.2-P4767,EVODEX.2-P4770,EVODEX.2-P4775,EVODEX.2-P4777,EVODEX.2-P4815,EVODEX.2-P4819,EVODEX.2-P4820,EVODEX.2-P4823,EVODEX.2-P4826,EVODEX.2-P4837,EVODEX.2-P4841,EVODEX.2-P4843,EVODEX.2-P4845,EVODEX.2-P4848,EVODEX.2-P4853,EVODEX.2-P4865,EVODEX.2-P4868,EVODEX.2-P4872,EVODEX.2-P4875,EVODEX.2-P4895,EVODEX.2-P4902,EVODEX.2-P4904,EVODEX.2-P4907,EVODEX.2-P4909,EVODEX.2-P4918,EVODEX.2-P4921,EVODEX.2-P4928,EVODEX.2-P4929,EVODEX.2-P4989,EVODEX.2-P5018,EVODEX.2-P5020,EVODEX.2-P5127,EVODEX.2-P5141,EVODEX.2-P5174,EVODEX.2-P5177,EVODEX.2-P5233,EVODEX.2-P5240,EVODEX.2-P5244,EVODEX.2-P5255,EVODEX.2-P5257,EVODEX.2-P5266,EVODEX.2-P5268,EVODEX.2-P5297,EVODEX.2-P5320,EVODEX.2-P5335,EVODEX.2-P5357,EVODEX.2-P5378,EVODEX.2-P5388,EVODEX.2-P5391,EVODEX.2-P5392,EVODEX.2-P5398,EVODEX.2-P5416,EVODEX.2-P5420,EVODEX.2-P5425,EVODEX.2-P5434,EVODEX.2-P5441,EVODEX.2-P5449,EVODEX.2-P5454,EVODEX.2-P5457,EVODEX.2-P5462,EVODEX.2-P5464,EVODEX.2-P5471,EVODEX.2-P5477,EVODEX.2-P5484,EVODEX.2-P5485,EVODEX.2-P5489,EVODEX.2-P5497,EVODEX.2-P5504,EVODEX.2-P5507,EVODEX.2-P5511,EVODEX.2-P5512,EVODEX.2-P5514,EVODEX.2-P5516,EVODEX.2-P5518,EVODEX.2-P5523,EVODEX.2-P5525,EVODEX.2-P5529,EVODEX.2-P5531,EVODEX.2-P5532,EVODEX.2-P5535,EVODEX.2-P5560,EVODEX.2-P5567,EVODEX.2-P5569,EVODEX.2-P5572,EVODEX.2-P5574,EVODEX.2-P5583,EVODEX.2-P5591,EVODEX.2-P5596,EVODEX.2-P5597,EVODEX.2-P5600,EVODEX.2-P5602,EVODEX.2-P5609,EVODEX.2-P5612,EVODEX.2-P5617,EVODEX.2-P5623,EVODEX.2-P5625,EVODEX.2-P5627,EVODEX.2-P5628,EVODEX.2-P5659,EVODEX.2-P5668,EVODEX.2-P5669,EVODEX.2-P5677,EVODEX.2-P5681,EVODEX.2-P5683,EVODEX.2-P5685,EVODEX.2-P5688,EVODEX.2-P5690,EVODEX.2-P5691,EVODEX.2-P5693,EVODEX.2-P5694,EVODEX.2-P5699,EVODEX.2-P5706,EVODEX.2-P5710,EVODEX.2-P5711,EVODEX.2-P5714,EVODEX.2-P5717,EVODEX.2-P5721,EVODEX.2-P5723,EVODEX.2-P5729,EVODEX.2-P5731,EVODEX.2-P5733,EVODEX.2-P5737,EVODEX.2-P5739,EVODEX.2-P5741,EVODEX.2-P5748,EVODEX.2-P5753,EVODEX.2-P5756,EVODEX.2-P5758,EVODEX.2-P5759,EVODEX.2-P5934,EVODEX.2-P5936,EVODEX.2-P5937,EVODEX.2-P5939,EVODEX.2-P5943,EVODEX.2-P5945,EVODEX.2-P5948,EVODEX.2-P5952,EVODEX.2-P5964,EVODEX.2-P5968,EVODEX.2-P6052,EVODEX.2-P6119,EVODEX.2-P9","{""H"": 2, ""O"": 1}"
EVODEX.2-M157,159.93266,"EVODEX.2-P2167,EVODEX.2-P2892,EVODEX.2-P2977,EVODEX.2-P3131,EVODEX.2-P3135,EVODEX.2-P3137,EVODEX.2-P3138,EVODEX.2-P3144,EVODEX.2-P3146,EVODEX.2-P3151","{""H"": 2, ""O"": 6, ""P"": 2}"
