id,label,id_label,color
73,CA1-ProS Glut_5,0073 CA1-ProS Glut_5,#FF00CE
74,CA1-ProS Glut_6,0074 CA1-ProS Glut_6,#2A0F66
75,CA3 Glut_1,0075 CA3 Glut_1,#997645
76,CA3 Glut_2,0076 CA3 Glut_2,#00FFC5
77,CA3 Glut_3,0077 CA3 Glut_3,#6ACC00
78,CA3 Glut_4,0078 CA3 Glut_4,#991776
79,CA3 Glut_5,0079 CA3 Glut_5,#712E99
80,L2 IT PPP-APr Glut_1,0080 L2 IT PPP-APr Glut_1,#433D66
81,L2 IT PPP-APr Glut_2,0081 L2 IT PPP-APr Glut_2,#002BCC
82,L2 IT PPP-APr Glut_3,0082 L2 IT PPP-APr Glut_3,#266DFF
83,L2 IT PPP-APr Glut_4,0083 L2 IT PPP-APr Glut_4,#3D65CC
84,L2/3 IT PPP Glut_1,0084 L2/3 IT PPP Glut_1,#CC4D00
85,L2/3 IT PPP Glut_2,0085 L2/3 IT PPP Glut_2,#FF007A
86,L2/3 IT PPP Glut_3,0086 L2/3 IT PPP Glut_3,#635C99
87,L2/3 IT RSP Glut_1,0087 L2/3 IT RSP Glut_1,#2E7899
88,L2/3 IT RSP Glut_2,0088 L2/3 IT RSP Glut_2,#FFAE00
89,L4 RSP-ACA Glut_1,0089 L4 RSP-ACA Glut_1,#998D2E
90,L5 ET CTX Glut_1,0090 L5 ET CTX Glut_1,#5A0099
91,L5 ET CTX Glut_2,0091 L5 ET CTX Glut_2,#FF2200
92,L5 ET CTX Glut_3,0092 L5 ET CTX Glut_3,#5CCCB1
93,L5 ET CTX Glut_4,0093 L5 ET CTX Glut_4,#99522E
94,L5 ET CTX Glut_5,0094 L5 ET CTX Glut_5,#B34DFF
95,L5 ET CTX Glut_6,0095 L5 ET CTX Glut_6,#66400F
96,SUB-ProS Glut_1,0096 SUB-ProS Glut_1,#602E66
97,SUB-ProS Glut_2,0097 SUB-ProS Glut_2,#5C60CC
98,SUB-ProS Glut_3,0098 SUB-ProS Glut_3,#2F2E66
99,L5 PPP Glut_1,0099 L5 PPP Glut_1,#CC1F30
100,CA2-FC-IG Glut_1,0100 CA2-FC-IG Glut_1,#662E99
101,CA2-FC-IG Glut_2,0101 CA2-FC-IG Glut_2,#661F20
102,NLOT Rho Glut_1,0102 NLOT Rho Glut_1,#7D5CCC
103,L6b EPd Glut_1,0103 L6b EPd Glut_1,#82CC5C
104,L6b EPd Glut_2,0104 L6b EPd Glut_2,#994547
105,L6b EPd Glut_3,0105 L6b EPd Glut_3,#81CC3D
106,L6b/CT ENT Glut_1,0106 L6b/CT ENT Glut_1,#66643D
107,L6b/CT ENT Glut_2,0107 L6b/CT ENT Glut_2,#699945
108,L6b/CT ENT Glut_3,0108 L6b/CT ENT Glut_3,#B4CC5C
109,L6b/CT ENT Glut_4,0109 L6b/CT ENT Glut_4,#5C9965
110,L6b CTX Glut_1,0110 L6b CTX Glut_1,#5C9979
111,L6b CTX Glut_2,0111 L6b CTX Glut_2,#66533D
112,L6b CTX Glut_3,0112 L6b CTX Glut_3,#5C9986
113,L6b CTX Glut_4,0113 L6b CTX Glut_4,#00FFE1
114,L6 CT CTX Glut_1,0114 L6 CT CTX Glut_1,#CC3D77
115,L6 CT CTX Glut_2,0115 L6 CT CTX Glut_2,#3DCC96
116,L6 CT CTX Glut_3,0116 L6 CT CTX Glut_3,#49660F
117,L6 CT CTX Glut_4,0117 L6 CT CTX Glut_4,#3E662E
118,L6 CT CTX Glut_5,0118 L6 CT CTX Glut_5,#00FFFD
119,L6 CT CTX Glut_6,0119 L6 CT CTX Glut_6,#1F52CC
120,CT SUB Glut_1,0120 CT SUB Glut_1,#662D0F
121,CT SUB Glut_2,0121 CT SUB Glut_2,#FF9999
122,L5 NP CTX Glut_1,0122 L5 NP CTX Glut_1,#26FF73
123,L5 NP CTX Glut_2,0123 L5 NP CTX Glut_2,#935C99
124,L5 NP CTX Glut_3,0124 L5 NP CTX Glut_3,#662E53
125,L5 NP CTX Glut_4,0125 L5 NP CTX Glut_4,#54661F
126,L5 NP CTX Glut_5,0126 L5 NP CTX Glut_5,#FF73DB
127,NP SUB Glut_1,0127 NP SUB Glut_1,#006614
128,NP SUB Glut_2,0128 NP SUB Glut_2,#CC9A5C
129,NP PPP Glut_1,0129 NP PPP Glut_1,#574599
130,OB Eomes Ms4a15 Glut_1,0130 OB Eomes Ms4a15 Glut_1,#FF737E
131,OB Eomes Ms4a15 Glut_2,0131 OB Eomes Ms4a15 Glut_2,#51663D
132,OB Eomes Ms4a15 Glut_3,0132 OB Eomes Ms4a15 Glut_3,#00993B
133,OB Eomes Ms4a15 Glut_4,0133 OB Eomes Ms4a15 Glut_4,#7ACCA8
134,OB Eomes Ms4a15 Glut_5,0134 OB Eomes Ms4a15 Glut_5,#AECC1F
135,HPF CR Glut_1,0135 HPF CR Glut_1,#662E59
136,DG Glut_1,0136 DG Glut_1,#009BCC
137,DG Glut_2,0137 DG Glut_2,#F573FF
138,DG Glut_3,0138 DG Glut_3,#FF7726
139,DG Glut_4,0139 DG Glut_4,#992E41
140,DG-PIR Ex IMN_1,0140 DG-PIR Ex IMN_1,#389917
141,DG-PIR Ex IMN_2,0141 DG-PIR Ex IMN_2,#CC7A3D
142,DG-PIR Ex IMN_3,0142 DG-PIR Ex IMN_3,#643DCC
143,OB Meis2 Thsd7b Gaba_1,0143 OB Meis2 Thsd7b Gaba_1,#9F00CC
144,OB Meis2 Thsd7b Gaba_2,0144 OB Meis2 Thsd7b Gaba_2,#0005FF
145,OB Meis2 Thsd7b Gaba_3,0145 OB Meis2 Thsd7b Gaba_3,#3DCC86
146,OB Meis2 Thsd7b Gaba_4,0146 OB Meis2 Thsd7b Gaba_4,#664A3D
147,OB Meis2 Thsd7b Gaba_5,0147 OB Meis2 Thsd7b Gaba_5,#459990
148,OB Trdn Gaba_1,0148 OB Trdn Gaba_1,#992E33
149,OB Trdn Gaba_2,0149 OB Trdn Gaba_2,#3D4966
150,OB-in Frmd7 Gaba_1,0150 OB-in Frmd7 Gaba_1,#A6FF99
151,OB-in Frmd7 Gaba_2,0151 OB-in Frmd7 Gaba_2,#00664C
152,OB-in Frmd7 Gaba_3,0152 OB-in Frmd7 Gaba_3,#D5FF73
153,OB-in Frmd7 Gaba_4,0153 OB-in Frmd7 Gaba_4,#80FF26
154,OB-in Frmd7 Gaba_5,0154 OB-in Frmd7 Gaba_5,#BD1FCC
155,OB-in Frmd7 Gaba_6,0155 OB-in Frmd7 Gaba_6,#995C71
156,OB-in Frmd7 Gaba_7,0156 OB-in Frmd7 Gaba_7,#FFBF26
157,OB-in Frmd7 Gaba_8,0157 OB-in Frmd7 Gaba_8,#990001
158,OB-out Frmd7 Gaba_1,0158 OB-out Frmd7 Gaba_1,#4A0066
159,OB-out Frmd7 Gaba_2,0159 OB-out Frmd7 Gaba_2,#4DFF68
160,OB-out Frmd7 Gaba_3,0160 OB-out Frmd7 Gaba_3,#662000
161,OB-mi Frmd7 Gaba_1,0161 OB-mi Frmd7 Gaba_1,#715CCC
162,OB Dopa-Gaba_1,0162 OB Dopa-Gaba_1,#CC5C5C
163,OB Dopa-Gaba_2,0163 OB Dopa-Gaba_2,#994F00
164,OB Dopa-Gaba_3,0164 OB Dopa-Gaba_3,#2cb26d
165,OB Dopa-Gaba_4,0165 OB Dopa-Gaba_4,#CC7800
166,OB-STR-CTX Inh IMN_1,0166 OB-STR-CTX Inh IMN_1,#2d42b7
167,OB-STR-CTX Inh IMN_2,0167 OB-STR-CTX Inh IMN_2,#990062
168,OB-STR-CTX Inh IMN_3,0168 OB-STR-CTX Inh IMN_3,#52CC3D
169,OB-STR-CTX Inh IMN_4,0169 OB-STR-CTX Inh IMN_4,#2E3199
170,OB-STR-CTX Inh IMN_5,0170 OB-STR-CTX Inh IMN_5,#CC3E1F
171,OB-STR-CTX Inh IMN_6,0171 OB-STR-CTX Inh IMN_6,#99462E
172,OB-STR-CTX Inh IMN_7,0172 OB-STR-CTX Inh IMN_7,#FF0500
173,Vip Gaba_1,0173 Vip Gaba_1,#2E6C99
174,Vip Gaba_2,0174 Vip Gaba_2,#10660F
175,Vip Gaba_3,0175 Vip Gaba_3,#17994C
176,Vip Gaba_4,0176 Vip Gaba_4,#715C99
177,Vip Gaba_5,0177 Vip Gaba_5,#7200CC
178,Vip Gaba_6,0178 Vip Gaba_6,#7A96CC
179,Vip Gaba_7,0179 Vip Gaba_7,#CC5CC5
180,Vip Gaba_8,0180 Vip Gaba_8,#CC815C
181,Vip Gaba_9,0181 Vip Gaba_9,#CC3D87
182,Vip Gaba_10,0182 Vip Gaba_10,#66372E
183,Vip Gaba_11,0183 Vip Gaba_11,#5C85CC
184,Vip Gaba_12,0184 Vip Gaba_12,#F5FF99
185,Sncg Gaba_1,0185 Sncg Gaba_1,#0F6622
186,Sncg Gaba_2,0186 Sncg Gaba_2,#785C99
187,Sncg Gaba_3,0187 Sncg Gaba_3,#FF2671
188,Sncg Gaba_4,0188 Sncg Gaba_4,#52992E
189,Sncg Gaba_5,0189 Sncg Gaba_5,#000B99
190,Sncg Gaba_6,0190 Sncg Gaba_6,#178299
191,Sncg Gaba_7,0191 Sncg Gaba_7,#91CC3D
192,Sncg Gaba_8,0192 Sncg Gaba_8,#654DFF
193,RHP-COA Ndnf Gaba_1,0193 RHP-COA Ndnf Gaba_1,#5CCC7F
194,RHP-COA Ndnf Gaba_2,0194 RHP-COA Ndnf Gaba_2,#C0CC5C
195,RHP-COA Ndnf Gaba_3,0195 RHP-COA Ndnf Gaba_3,#00CC76
196,RHP-COA Ndnf Gaba_4,0196 RHP-COA Ndnf Gaba_4,#2E5866
197,RHP-COA Ndnf Gaba_5,0197 RHP-COA Ndnf Gaba_5,#9BCC5C
198,RHP-COA Ndnf Gaba_6,0198 RHP-COA Ndnf Gaba_6,#CC771F
199,Lamp5 Gaba_1,0199 Lamp5 Gaba_1,#DC00FF
200,Lamp5 Gaba_2,0200 Lamp5 Gaba_2,#422E99
201,Lamp5 Gaba_3,0201 Lamp5 Gaba_3,#263DFF
202,Lamp5 Gaba_4,0202 Lamp5 Gaba_4,#C0CC3D
203,Lamp5 Lhx6 Gaba_1,0203 Lamp5 Lhx6 Gaba_1,#FF584D
204,Pvalb chandelier Gaba_1,0204 Pvalb chandelier Gaba_1,#261F66
205,Pvalb Gaba_1,0205 Pvalb Gaba_1,#455899
206,Pvalb Gaba_2,0206 Pvalb Gaba_2,#66240F
207,Pvalb Gaba_3,0207 Pvalb Gaba_3,#991793
208,Pvalb Gaba_4,0208 Pvalb Gaba_4,#542E66
209,Pvalb Gaba_5,0209 Pvalb Gaba_5,#D899FF
210,Pvalb Gaba_6,0210 Pvalb Gaba_6,#992E91
211,Pvalb Gaba_7,0211 Pvalb Gaba_7,#3D55CC
212,Pvalb Gaba_8,0212 Pvalb Gaba_8,#662100
213,Pvalb Gaba_9,0213 Pvalb Gaba_9,#99FFAD
214,Sst Gaba_1,0214 Sst Gaba_1,#2E6662
215,Sst Gaba_2,0215 Sst Gaba_2,#E5FF73
216,Sst Gaba_3,0216 Sst Gaba_3,#AE5CCC
217,Sst Gaba_4,0217 Sst Gaba_4,#EF99FF
218,Sst Gaba_5,0218 Sst Gaba_5,#B0FF26
219,Sst Gaba_6,0219 Sst Gaba_6,#8800FF
220,Sst Gaba_7,0220 Sst Gaba_7,#5C00CC
221,Sst Gaba_8,0221 Sst Gaba_8,#990084
222,Sst Gaba_9,0222 Sst Gaba_9,#662E47
223,Sst Gaba_10,0223 Sst Gaba_10,#A25CCC
224,Sst Gaba_11,0224 Sst Gaba_11,#00661F
225,Sst Gaba_12,0225 Sst Gaba_12,#997100
226,Sst Gaba_13,0226 Sst Gaba_13,#661A0F
227,Sst Gaba_14,0227 Sst Gaba_14,#7D2E99
228,Sst Gaba_15,0228 Sst Gaba_15,#CC3D68
229,Sst Gaba_16,0229 Sst Gaba_16,#5C91CC
230,Sst Gaba_17,0230 Sst Gaba_17,#516600
231,Sst Gaba_18,0231 Sst Gaba_18,#FF000A
232,Sst Gaba_19,0232 Sst Gaba_19,#73FFC9
233,STR Prox1 Lhx6 Gaba_1,0233 STR Prox1 Lhx6 Gaba_1,#7ACC7B
234,STR Prox1 Lhx6 Gaba_2,0234 STR Prox1 Lhx6 Gaba_2,#FF73BC
235,STR Prox1 Lhx6 Gaba_3,0235 STR Prox1 Lhx6 Gaba_3,#00FF48
236,STR Lhx8 Gaba_1,0236 STR Lhx8 Gaba_1,#CCA700
237,STR Lhx8 Gaba_2,0237 STR Lhx8 Gaba_2,#3DCCC5
238,Sst Chodl Gaba_1,0238 Sst Chodl Gaba_1,#645CCC
239,Sst Chodl Gaba_2,0239 Sst Chodl Gaba_2,#3D0F66
240,Sst Chodl Gaba_3,0240 Sst Chodl Gaba_3,#00ADFF
241,Sst Chodl Gaba_4,0241 Sst Chodl Gaba_4,#5C9DCC
242,Sst Chodl Gaba_5,0242 Sst Chodl Gaba_5,#996D45
243,Sst Chodl Gaba_6,0243 Sst Chodl Gaba_6,#00BFFF
244,NDB-SI-MA-STRv Lhx8 Gaba_1,0244 NDB-SI-MA-STRv Lhx8 Gaba_1,#2E9950
245,NDB-SI-MA-STRv Lhx8 Gaba_2,0245 NDB-SI-MA-STRv Lhx8 Gaba_2,#99815C
246,NDB-SI-MA-STRv Lhx8 Gaba_3,0246 NDB-SI-MA-STRv Lhx8 Gaba_3,#3F3D66
247,NDB-SI-MA-STRv Lhx8 Gaba_4,0247 NDB-SI-MA-STRv Lhx8 Gaba_4,#FF4D5F
248,NDB-SI-MA-STRv Lhx8 Gaba_5,0248 NDB-SI-MA-STRv Lhx8 Gaba_5,#FF26E9
249,NDB-SI-MA-STRv Lhx8 Gaba_6,0249 NDB-SI-MA-STRv Lhx8 Gaba_6,#CC9D1F
250,NDB-SI-MA-STRv Lhx8 Gaba_7,0250 NDB-SI-MA-STRv Lhx8 Gaba_7,#3D4D66
251,NDB-SI-MA-STRv Lhx8 Gaba_8,0251 NDB-SI-MA-STRv Lhx8 Gaba_8,#A000CC
252,NDB-SI-MA-STRv Lhx8 Gaba_9,0252 NDB-SI-MA-STRv Lhx8 Gaba_9,#661F22
253,NDB-SI-MA-STRv Lhx8 Gaba_10,0253 NDB-SI-MA-STRv Lhx8 Gaba_10,#009975
254,NDB-SI-MA-STRv Lhx8 Gaba_11,0254 NDB-SI-MA-STRv Lhx8 Gaba_11,#002999
255,NDB-SI-MA-STRv Lhx8 Gaba_12,0255 NDB-SI-MA-STRv Lhx8 Gaba_12,#992E35
256,NDB-SI-MA-STRv Lhx8 Gaba_13,0256 NDB-SI-MA-STRv Lhx8 Gaba_13,#090066
257,GPe-SI Sox6 Cyp26b1 Gaba_1,0257 GPe-SI Sox6 Cyp26b1 Gaba_1,#660F56
258,GPe-SI Sox6 Cyp26b1 Gaba_2,0258 GPe-SI Sox6 Cyp26b1 Gaba_2,#514DFF
259,PAL-STR Gaba-Chol_1,0259 PAL-STR Gaba-Chol_1,#79FF73
260,PAL-STR Gaba-Chol_2,0260 PAL-STR Gaba-Chol_2,#E399FF
261,PAL-STR Gaba-Chol_3,0261 PAL-STR Gaba-Chol_3,#3D664D
262,OT D3 Folh1 Gaba_1,0262 OT D3 Folh1 Gaba_1,#FF007D
263,OT D3 Folh1 Gaba_2,0263 OT D3 Folh1 Gaba_2,#722E99
264,OT D3 Folh1 Gaba_3,0264 OT D3 Folh1 Gaba_3,#007ECC
265,STR D1 Gaba_1,0265 STR D1 Gaba_1,#663D45
266,STR D1 Gaba_2,0266 STR D1 Gaba_2,#995C7E
267,STR D1 Gaba_3,0267 STR D1 Gaba_3,#0041CC
268,STR D1 Gaba_4,0268 STR D1 Gaba_4,#737BFF
269,STR D1 Gaba_5,0269 STR D1 Gaba_5,#B0CC3D
270,STR D1 Gaba_6,0270 STR D1 Gaba_6,#000899
271,STR D1 Gaba_7,0271 STR D1 Gaba_7,#965CCC
272,STR D1 Gaba_8,0272 STR D1 Gaba_8,#660F13
273,STR D1 Gaba_9,0273 STR D1 Gaba_9,#831799
274,STR D2 Gaba_1,0274 STR D2 Gaba_1,#992E86
275,STR D2 Gaba_2,0275 STR D2 Gaba_2,#600066
276,STR D2 Gaba_3,0276 STR D2 Gaba_3,#2F6600
277,STR D2 Gaba_4,0277 STR D2 Gaba_4,#FF4DC1
278,STR D2 Gaba_5,0278 STR D2 Gaba_5,#CCB27A
279,STR D2 Gaba_6,0279 STR D2 Gaba_6,#996B17
280,STR D2 Gaba_7,0280 STR D2 Gaba_7,#00FFD1
281,STR D1 Sema5a Gaba_1,0281 STR D1 Sema5a Gaba_1,#CC7AC5
282,STR D1 Sema5a Gaba_2,0282 STR D1 Sema5a Gaba_2,#7FFF4D
283,STR D1 Sema5a Gaba_3,0283 STR D1 Sema5a Gaba_3,#4FCC1F
284,STR D1 Sema5a Gaba_4,0284 STR D1 Sema5a Gaba_4,#330066
285,STR-PAL Chst9 Gaba_1,0285 STR-PAL Chst9 Gaba_1,#CC005C
286,STR-PAL Chst9 Gaba_2,0286 STR-PAL Chst9 Gaba_2,#99762E
287,STR-PAL Chst9 Gaba_3,0287 STR-PAL Chst9 Gaba_3,#991D00
288,STR-PAL Chst9 Gaba_4,0288 STR-PAL Chst9 Gaba_4,#FFF54D
289,STR-PAL Chst9 Gaba_5,0289 STR-PAL Chst9 Gaba_5,#5F663D
290,IA Mgp Gaba_1,0290 IA Mgp Gaba_1,#9BFF99
291,IA Mgp Gaba_2,0291 IA Mgp Gaba_2,#380099
292,IA Mgp Gaba_3,0292 IA Mgp Gaba_3,#664A2E
293,IA Mgp Gaba_4,0293 IA Mgp Gaba_4,#286600
294,IA Mgp Gaba_5,0294 IA Mgp Gaba_5,#00FF2C
295,NDB-SI-ant Prdm12 Gaba_1,0295 NDB-SI-ant Prdm12 Gaba_1,#660F4C
296,NDB-SI-ant Prdm12 Gaba_2,0296 NDB-SI-ant Prdm12 Gaba_2,#1F2766
297,NDB-SI-ant Prdm12 Gaba_3,0297 NDB-SI-ant Prdm12 Gaba_3,#2E6655
298,NDB-SI-ant Prdm12 Gaba_4,0298 NDB-SI-ant Prdm12 Gaba_4,#665B0F
299,LSX Sall3 Pax6 Gaba_1,0299 LSX Sall3 Pax6 Gaba_1,#EE4DFF
300,LSX Sall3 Pax6 Gaba_2,0300 LSX Sall3 Pax6 Gaba_2,#984599
301,LSX Otx2 Gaba_1,0301 LSX Otx2 Gaba_1,#4D96FF
302,LSX Otx2 Gaba_2,0302 LSX Otx2 Gaba_2,#784DFF
303,LSX Otx2 Gaba_3,0303 LSX Otx2 Gaba_3,#E1FF4D
304,LSX Otx2 Gaba_4,0304 LSX Otx2 Gaba_4,#CC1F8F
305,LSX Otx2 Gaba_5,0305 LSX Otx2 Gaba_5,#99FFA2
306,LSX Nkx2-1 Gaba_1,0306 LSX Nkx2-1 Gaba_1,#A873FF
307,LSX Nkx2-1 Gaba_2,0307 LSX Nkx2-1 Gaba_2,#CC5CAC
308,LSX Nkx2-1 Gaba_3,0308 LSX Nkx2-1 Gaba_3,#CC0072
309,LSX Nkx2-1 Gaba_4,0309 LSX Nkx2-1 Gaba_4,#0021FF
310,LSX Nkx2-1 Gaba_5,0310 LSX Nkx2-1 Gaba_5,#8CCC7A
311,LSX Nkx2-1 Gaba_6,0311 LSX Nkx2-1 Gaba_6,#51FF26
312,LSX Nkx2-1 Gaba_7,0312 LSX Nkx2-1 Gaba_7,#2E3366
313,LSX Nkx2-1 Gaba_8,0313 LSX Nkx2-1 Gaba_8,#73FF8C
314,LSX Nkx2-1 Gaba_9,0314 LSX Nkx2-1 Gaba_9,#0F665B
315,LSX Nkx2-1 Gaba_10,0315 LSX Nkx2-1 Gaba_10,#1FCCAD
316,LSX Nkx2-1 Gaba_11,0316 LSX Nkx2-1 Gaba_11,#663D5C
317,LSX Prdm12 Slit2 Gaba_1,0317 LSX Prdm12 Slit2 Gaba_1,#73C9FF
318,LSX Prdm12 Slit2 Gaba_2,0318 LSX Prdm12 Slit2 Gaba_2,#88FF73
319,LSX Prdm12 Slit2 Gaba_3,0319 LSX Prdm12 Slit2 Gaba_3,#5E3D66
320,LSX Prdm12 Slit2 Gaba_4,0320 LSX Prdm12 Slit2 Gaba_4,#2E6630
321,LSX Prdm12 Slit2 Gaba_5,0321 LSX Prdm12 Slit2 Gaba_5,#991784
322,LSX Prdm12 Slit2 Gaba_6,0322 LSX Prdm12 Slit2 Gaba_6,#CCC41F
323,LSX Prdm12 Slit2 Gaba_7,0323 LSX Prdm12 Slit2 Gaba_7,#66603D
324,LSX Prdm12 Slit2 Gaba_8,0324 LSX Prdm12 Slit2 Gaba_8,#FF5800
325,LSX Prdm12 Slit2 Gaba_9,0325 LSX Prdm12 Slit2 Gaba_9,#FF2100
326,LSX Prdm12 Zeb2 Gaba_1,0326 LSX Prdm12 Zeb2 Gaba_1,#500F66
327,LSX Prdm12 Zeb2 Gaba_2,0327 LSX Prdm12 Zeb2 Gaba_2,#FF739D
328,LSX Prdm12 Zeb2 Gaba_3,0328 LSX Prdm12 Zeb2 Gaba_3,#CC7A00
329,LSX Prdm12 Zeb2 Gaba_4,0329 LSX Prdm12 Zeb2 Gaba_4,#005F99
330,LSX Prdm12 Zeb2 Gaba_5,0330 LSX Prdm12 Zeb2 Gaba_5,#FF73C4
