id,label,id_label,color
857,SC Lef1 Otx2 Gaba_1,0857 SC Lef1 Otx2 Gaba_1,#CC00CC
858,SC Lef1 Otx2 Gaba_2,0858 SC Lef1 Otx2 Gaba_2,#CC755C
859,SCs Pax7 Nfia Gaba_1,0859 SCs Pax7 Nfia Gaba_1,#5C78CC
860,SCs Pax7 Nfia Gaba_2,0860 SCs Pax7 Nfia Gaba_2,#996A2E
861,SCs Pax7 Nfia Gaba_3,0861 SCs Pax7 Nfia Gaba_3,#4C3D66
862,SCs Pax7 Nfia Gaba_4,0862 SCs Pax7 Nfia Gaba_4,#4DFFBF
863,SCs Pax7 Nfia Gaba_5,0863 SCs Pax7 Nfia Gaba_5,#26FF43
864,PRT Mecom Gaba_1,0864 PRT Mecom Gaba_1,#CC1F31
865,PRT Mecom Gaba_2,0865 PRT Mecom Gaba_2,#241FCC
866,PRT Mecom Gaba_3,0866 PRT Mecom Gaba_3,#3DCC57
867,SC Tnnt1 Gli3 Gaba_1,0867 SC Tnnt1 Gli3 Gaba_1,#994588
868,SC Tnnt1 Gli3 Gaba_2,0868 SC Tnnt1 Gli3 Gaba_2,#F800FF
869,SCs Lef1 Gli3 Gaba_1,0869 SCs Lef1 Gli3 Gaba_1,#459962
870,SCs Lef1 Gli3 Gaba_2,0870 SCs Lef1 Gli3 Gaba_2,#D3FF99
871,SCs Lef1 Gli3 Gaba_3,0871 SCs Lef1 Gli3 Gaba_3,#FF3200
872,SCsg Gabrr2 Gaba_1,0872 SCsg Gabrr2 Gaba_1,#99456C
873,SCsg Gabrr2 Gaba_2,0873 SCsg Gabrr2 Gaba_2,#66413D
874,SCsg Gabrr2 Gaba_3,0874 SCsg Gabrr2 Gaba_3,#FFDC99
875,SCsg Gabrr2 Gaba_4,0875 SCsg Gabrr2 Gaba_4,#200F66
876,SCsg Gabrr2 Gaba_5,0876 SCsg Gabrr2 Gaba_5,#1F9FCC
877,IPN Otp Crisp1 Gaba_1,0877 IPN Otp Crisp1 Gaba_1,#CCCB5C
878,IPN Otp Crisp1 Gaba_2,0878 IPN Otp Crisp1 Gaba_2,#C4CC00
879,IPN Otp Crisp1 Gaba_3,0879 IPN Otp Crisp1 Gaba_3,#003D66
880,SNc-VTA-RAmb Foxa1 Dopa_1,0880 SNc-VTA-RAmb Foxa1 Dopa_1,#FFE600
881,SNc-VTA-RAmb Foxa1 Dopa_2,0881 SNc-VTA-RAmb Foxa1 Dopa_2,#B1FF99
882,SNc-VTA-RAmb Foxa1 Dopa_3,0882 SNc-VTA-RAmb Foxa1 Dopa_3,#993217
883,SNc-VTA-RAmb Foxa1 Dopa_4,0883 SNc-VTA-RAmb Foxa1 Dopa_4,#73D8FF
884,SNc-VTA-RAmb Foxa1 Dopa_5,0884 SNc-VTA-RAmb Foxa1 Dopa_5,#662E4D
885,SNc-VTA-RAmb Foxa1 Dopa_6,0885 SNc-VTA-RAmb Foxa1 Dopa_6,#4500CC
886,SNc-VTA-RAmb Foxa1 Dopa_7,0886 SNc-VTA-RAmb Foxa1 Dopa_7,#FF99E2
887,SNc-VTA-RAmb Foxa1 Dopa_8,0887 SNc-VTA-RAmb Foxa1 Dopa_8,#3B1799
888,MB-MY Tph2 Glut-Sero_1,0888 MB-MY Tph2 Glut-Sero_1,#1F2E66
889,MB-MY Tph2 Glut-Sero_2,0889 MB-MY Tph2 Glut-Sero_2,#00CC06
890,MB-MY Tph2 Glut-Sero_3,0890 MB-MY Tph2 Glut-Sero_3,#EAFF99
891,MB-MY Tph2 Glut-Sero_4,0891 MB-MY Tph2 Glut-Sero_4,#66370F
892,MB-MY Tph2 Glut-Sero_5,0892 MB-MY Tph2 Glut-Sero_5,#B33DCC
893,MB-MY Tph2 Glut-Sero_6,0893 MB-MY Tph2 Glut-Sero_6,#993B2E
894,MB-MY Tph2 Glut-Sero_7,0894 MB-MY Tph2 Glut-Sero_7,#000566
895,PB Lmx1a Glut_1,0895 PB Lmx1a Glut_1,#AECC00
896,PB Lmx1a Glut_2,0896 PB Lmx1a Glut_2,#10CC00
897,PB Lmx1a Glut_3,0897 PB Lmx1a Glut_3,#7ACC96
898,PB Lmx1a Glut_4,0898 PB Lmx1a Glut_4,#C8FF26
899,PB Lmx1a Glut_5,0899 PB Lmx1a Glut_5,#FC7300
900,PB Lmx1a Glut_6,0900 PB Lmx1a Glut_6,#72CC3D
901,PB Lmx1a Glut_7,0901 PB Lmx1a Glut_7,#7A7BCC
902,PSV Lmx1a Trpv6 Glut_1,0902 PSV Lmx1a Trpv6 Glut_1,#FF99EE
903,PB-SUT Tlx3 Lhx2 Glut_1,0903 PB-SUT Tlx3 Lhx2 Glut_1,#63662E
904,PB Pax5 Glut_1,0904 PB Pax5 Glut_1,#56663D
905,PB Pax5 Glut_2,0905 PB Pax5 Glut_2,#99885C
906,LDT-PCG Vsx2 Lhx4 Glut_1,0906 LDT-PCG Vsx2 Lhx4 Glut_1,#f4a63f
907,LDT-PCG Vsx2 Lhx4 Glut_2,0907 LDT-PCG Vsx2 Lhx4 Glut_2,#4A662E
908,LDT-PCG Vsx2 Lhx4 Glut_3,0908 LDT-PCG Vsx2 Lhx4 Glut_3,#662E5F
909,LDT-PCG Vsx2 Lhx4 Glut_4,0909 LDT-PCG Vsx2 Lhx4 Glut_4,#00CC60
910,LDT-PCG Vsx2 Lhx4 Glut_5,0910 LDT-PCG Vsx2 Lhx4 Glut_5,#FFA74D
911,LDT-PCG Vsx2 Lhx4 Glut_6,0911 LDT-PCG Vsx2 Lhx4 Glut_6,#F5FF4D
912,LDT-PCG Vsx2 Lhx4 Glut_7,0912 LDT-PCG Vsx2 Lhx4 Glut_7,#00CCC0
913,LDT-PCG Vsx2 Lhx4 Glut_8,0913 LDT-PCG Vsx2 Lhx4 Glut_8,#1FCC28
914,PB Evx2 Glut_1,0914 PB Evx2 Glut_1,#d1d11b
915,PB Evx2 Glut_2,0915 PB Evx2 Glut_2,#005D99
916,PB Evx2 Glut_3,0916 PB Evx2 Glut_3,#459974
917,PB Evx2 Glut_4,0917 PB Evx2 Glut_4,#FF99AA
918,PB Evx2 Glut_5,0918 PB Evx2 Glut_5,#7ACC8D
919,PB Evx2 Glut_6,0919 PB Evx2 Glut_6,#175799
920,PB Evx2 Glut_7,0920 PB Evx2 Glut_7,#8C4DFF
921,PB Evx2 Glut_8,0921 PB Evx2 Glut_8,#b9bfbe
922,PB Evx2 Glut_9,0922 PB Evx2 Glut_9,#FF0600
923,B-PB Nr4a2 Glut_1,0923 B-PB Nr4a2 Glut_1,#CCC15C
924,B-PB Nr4a2 Glut_2,0924 B-PB Nr4a2 Glut_2,#997445
925,PCG-PRNr Vsx2 Nkx6-1 Glut_1,0925 PCG-PRNr Vsx2 Nkx6-1 Glut_1,#5CCCA0
926,PCG-PRNr Vsx2 Nkx6-1 Glut_2,0926 PCG-PRNr Vsx2 Nkx6-1 Glut_2,#26FF5B
927,PCG-PRNr Vsx2 Nkx6-1 Glut_3,0927 PCG-PRNr Vsx2 Nkx6-1 Glut_3,#CC5C7B
928,PCG-PRNr Vsx2 Nkx6-1 Glut_4,0928 PCG-PRNr Vsx2 Nkx6-1 Glut_4,#C1CC1F
929,PCG-PRNr Vsx2 Nkx6-1 Glut_5,0929 PCG-PRNr Vsx2 Nkx6-1 Glut_5,#B0CC7A
930,PCG-PRNr Vsx2 Nkx6-1 Glut_6,0930 PCG-PRNr Vsx2 Nkx6-1 Glut_6,#991917
931,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,0931 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,#8BFF73
932,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,0932 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,#FF4D6C
933,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,0933 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,#DEFF99
934,PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,0934 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,#AA1FCC
935,PRNc-PARN Tlx1 Glut_1,0935 PRNc-PARN Tlx1 Glut_1,#009947
936,PRNc-PARN Tlx1 Glut_2,0936 PRNc-PARN Tlx1 Glut_2,#e076d7
937,PRNc-PARN Tlx1 Glut_3,0937 PRNc-PARN Tlx1 Glut_3,#73FFE4
938,PB-PSV Phox2b Glut_1,0938 PB-PSV Phox2b Glut_1,#3DCC62
939,PSV Pvalb Lhx2 Glut_1,0939 PSV Pvalb Lhx2 Glut_1,#FF73FA
940,PSV Pvalb Lhx2 Glut_2,0940 PSV Pvalb Lhx2 Glut_2,#7B995C
941,PSV Pvalb Lhx2 Glut_3,0941 PSV Pvalb Lhx2 Glut_3,#2E8499
942,PSV Pvalb Lhx2 Glut_4,0942 PSV Pvalb Lhx2 Glut_4,#FF00AE
943,PB-NTS Phox2b Ebf3 Lmx1b Glut_1,0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,#00995D
944,PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,#995C70
945,PRNr Otp Nfib Glut_1,0945 PRNr Otp Nfib Glut_1,#990052
946,IPN-LDT Vsx2 Nkx6-1 Glut_1,0946 IPN-LDT Vsx2 Nkx6-1 Glut_1,#36660F
947,IPN-LDT Vsx2 Nkx6-1 Glut_2,0947 IPN-LDT Vsx2 Nkx6-1 Glut_2,#7ACC84
948,LDT Vsx2 Nkx6-1 Nfib Glut_1,0948 LDT Vsx2 Nkx6-1 Nfib Glut_1,#26FF8B
949,LDT Vsx2 Nkx6-1 Nfib Glut_2,0949 LDT Vsx2 Nkx6-1 Nfib Glut_2,#6ACC5C
950,NLL-SOC Spp1 Glut_1,0950 NLL-SOC Spp1 Glut_1,#FF4DB1
951,NLL-SOC Spp1 Glut_2,0951 NLL-SOC Spp1 Glut_2,#457B99
952,MEV Ppp1r1c Glut_1,0952 MEV Ppp1r1c Glut_1,#999200
953,PG-TRN-LRN Fat2 Glut_1,0953 PG-TRN-LRN Fat2 Glut_1,#990041
954,IRN Vip Glut_1,0954 IRN Vip Glut_1,#4DD1FF
955,PRP-NI-PRNc-GRN Otp Glut_1,0955 PRP-NI-PRNc-GRN Otp Glut_1,#3D6649
956,PRP-NI-PRNc-GRN Otp Glut_2,0956 PRP-NI-PRNc-GRN Otp Glut_2,#CC1F40
957,PRP-NI-PRNc-GRN Otp Glut_3,0957 PRP-NI-PRNc-GRN Otp Glut_3,#8A1799
958,PRP-NI-PRNc-GRN Otp Glut_4,0958 PRP-NI-PRNc-GRN Otp Glut_4,#196600
959,NTS Phox2b Glut_1,0959 NTS Phox2b Glut_1,#73FFD5
960,NTS Phox2b Glut_2,0960 NTS Phox2b Glut_2,#992800
961,NTS Phox2b Glut_3,0961 NTS Phox2b Glut_3,#490099
962,NTS Phox2b Glut_4,0962 NTS Phox2b Glut_4,#4EFF4D
963,NTS Phox2b Glut_5,0963 NTS Phox2b Glut_5,#457D99
964,NTS Phox2b Glut_6,0964 NTS Phox2b Glut_6,#CC641F
965,NTS Phox2b Glut_7,0965 NTS Phox2b Glut_7,#664E3D
966,NTS Phox2b Glut_8,0966 NTS Phox2b Glut_8,#581799
967,NTS Phox2b Glut_9,0967 NTS Phox2b Glut_9,#50992E
968,NTS Phox2b Glut_10,0968 NTS Phox2b Glut_10,#2E996C
969,MARN-GRN Pyy Glut_1,0969 MARN-GRN Pyy Glut_1,#f2a14b
970,MDRNv Lhx4 Qrfprl Glut_1,0970 MDRNv Lhx4 Qrfprl Glut_1,#006657
971,NTS Mbnl3 Glut_1,0971 NTS Mbnl3 Glut_1,#49f490
972,PGRNd Dmbx1 Glut_1,0972 PGRNd Dmbx1 Glut_1,#FF73E3
973,PGRN-PARN-MDRN Hoxb5 Glut_1,0973 PGRN-PARN-MDRN Hoxb5 Glut_1,#513D66
974,PGRN-PARN-MDRN Hoxb5 Glut_2,0974 PGRN-PARN-MDRN Hoxb5 Glut_2,#459987
975,PGRN-PARN-MDRN Hoxb5 Glut_3,0975 PGRN-PARN-MDRN Hoxb5 Glut_3,#73FFD9
976,PGRN-PARN-MDRN Hoxb5 Glut_4,0976 PGRN-PARN-MDRN Hoxb5 Glut_4,#2E6643
977,PGRN-PARN-MDRN Hoxb5 Glut_5,0977 PGRN-PARN-MDRN Hoxb5 Glut_5,#990089
978,PGRN-PARN-MDRN Hoxb5 Glut_6,0978 PGRN-PARN-MDRN Hoxb5 Glut_6,#3d72ed
979,PGRN-PARN-MDRN Hoxb5 Glut_7,0979 PGRN-PARN-MDRN Hoxb5 Glut_7,#EFFF26
980,MV-SPIV Slc6a2 Glut_1,0980 MV-SPIV Slc6a2 Glut_1,#743DCC
981,SPVI-SPVC Tlx3 Ebf3 Glut_1,0981 SPVI-SPVC Tlx3 Ebf3 Glut_1,#88CC5C
982,SPVI-SPVC Tlx3 Ebf3 Glut_2,0982 SPVI-SPVC Tlx3 Ebf3 Glut_2,#eec9ff
983,SPVI-SPVC Tlx3 Ebf3 Glut_3,0983 SPVI-SPVC Tlx3 Ebf3 Glut_3,#C30000
984,SPVI-SPVC Tlx3 Ebf3 Glut_4,0984 SPVI-SPVC Tlx3 Ebf3 Glut_4,#003F00
985,SPVI-SPVC Tlx3 Ebf3 Glut_5,0985 SPVI-SPVC Tlx3 Ebf3 Glut_5,#45994F
986,SPVI-SPVC Tlx3 Ebf3 Glut_6,0986 SPVI-SPVC Tlx3 Ebf3 Glut_6,#002666
987,SPVI-SPVC Tlx3 Ebf3 Glut_7,0987 SPVI-SPVC Tlx3 Ebf3 Glut_7,#8973FF
988,CU-ECU-SPVI Foxb1 Glut_1,0988 CU-ECU-SPVI Foxb1 Glut_1,#A1FF26
989,CU-ECU-SPVI Foxb1 Glut_2,0989 CU-ECU-SPVI Foxb1 Glut_2,#004F99
990,CU-ECU-SPVI Foxb1 Glut_3,0990 CU-ECU-SPVI Foxb1 Glut_3,#FFEF26
991,CU-ECU-SPVI Foxb1 Glut_4,0991 CU-ECU-SPVI Foxb1 Glut_4,#66502E
992,MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,#006662
993,MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,0993 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,#661F40
994,MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,0994 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,#26EB00
995,MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,0995 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,#CC00C8
996,MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,0996 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,#CC1F5F
997,MV-SPIV Zic4 Neurod2 Glut_1,0997 MV-SPIV Zic4 Neurod2 Glut_1,#0f8ee2
998,MV-SPIV Zic4 Neurod2 Glut_2,0998 MV-SPIV Zic4 Neurod2 Glut_2,#73FF7C
999,MV-SPIV Zic4 Neurod2 Glut_3,0999 MV-SPIV Zic4 Neurod2 Glut_3,#CC5C93
1000,MV-SPIV Zic4 Neurod2 Glut_4,1000 MV-SPIV Zic4 Neurod2 Glut_4,#179994
1001,MV-SPIV Zic4 Neurod2 Glut_5,1001 MV-SPIV Zic4 Neurod2 Glut_5,#e2dbff
1002,NTS Aldh1a2 Glut_1,1002 NTS Aldh1a2 Glut_1,#2E9968
1003,CBN Neurod2 Pvalb Glut_1,1003 CBN Neurod2 Pvalb Glut_1,#352E66
1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,#FFAD73
1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,#A33DCC
1006,NTS Dbh Glut_3,1006 NTS Dbh Glut_3,#99665C
1007,NTS Dbh Glut_4,1007 NTS Dbh Glut_4,#54FF00
1008,NTS Dbh Glut_5,1008 NTS Dbh Glut_5,#3DB3CC
1009,NTS Dbh Glut_6,1009 NTS Dbh Glut_6,#4DF9FF
1010,DMX VII Tbx20 Chol_1,1010 DMX VII Tbx20 Chol_1,#66003F
1011,DMX VII Tbx20 Chol_2,1011 DMX VII Tbx20 Chol_2,#665C2E
1012,IO Fgl2 Glut_1,1012 IO Fgl2 Glut_1,#663D4E
1013,VCO Mafa Meis2 Glut_1,1013 VCO Mafa Meis2 Glut_1,#994581
1014,VCO Mafa Meis2 Glut_2,1014 VCO Mafa Meis2 Glut_2,#2E3699
1015,VCO Mafa Meis2 Glut_3,1015 VCO Mafa Meis2 Glut_3,#c9ea67
1016,VCO Mafa Meis2 Glut_4,1016 VCO Mafa Meis2 Glut_4,#991738
1017,SPVO Mafa Meis2 Glut_1,1017 SPVO Mafa Meis2 Glut_1,#5C7699
1018,SPVC Mafa Glut_1,1018 SPVC Mafa Glut_1,#FF4D86
1019,SPVC Mafa Glut_2,1019 SPVC Mafa Glut_2,#64661F
1020,SPVC Ccdc172 Glut_1,1020 SPVC Ccdc172 Glut_1,#179985
1021,SPVC Nmu Glut_1,1021 SPVC Nmu Glut_1,#26FCFF
1022,SPVC Nmu Glut_2,1022 SPVC Nmu Glut_2,#5DCC5C
1023,MDRNd Bves Glut_1,1023 MDRNd Bves Glut_1,#2E6466
1024,MDRNv Crp Glut_1,1024 MDRNv Crp Glut_1,#3E1F66
1025,HB Calcb Chol_1,1025 HB Calcb Chol_1,#99007A
1026,HB Calcb Chol_2,1026 HB Calcb Chol_2,#CACC3D
1027,HB Calcb Chol_3,1027 HB Calcb Chol_3,#179982
1028,HB Calcb Chol_4,1028 HB Calcb Chol_4,#87CC1F
1029,HB Calcb Chol_5,1029 HB Calcb Chol_5,#FF8B26
1030,Pineal Crx Glut_1,1030 Pineal Crx Glut_1,#3F663D
1031,CS-RPO Meis2 Gaba_1,1031 CS-RPO Meis2 Gaba_1,#CCA65C
1032,CS-RPO Meis2 Gaba_2,1032 CS-RPO Meis2 Gaba_2,#00B0CC
1033,CS-RPO Meis2 Gaba_3,1033 CS-RPO Meis2 Gaba_3,#FF8673
1034,CS-RPO Meis2 Gaba_4,1034 CS-RPO Meis2 Gaba_4,#99004C
1035,CS-RPO Meis2 Gaba_5,1035 CS-RPO Meis2 Gaba_5,#70FF00
1036,PRNc Otp Gly-Gaba_1,1036 PRNc Otp Gly-Gaba_1,#6F3DCC
1037,PRNc Otp Gly-Gaba_2,1037 PRNc Otp Gly-Gaba_2,#CCC95C
1038,PRNc Otp Gly-Gaba_3,1038 PRNc Otp Gly-Gaba_3,#CC8A1F
1039,PRNc Otp Gly-Gaba_4,1039 PRNc Otp Gly-Gaba_4,#630F66
1040,PRNc Otp Gly-Gaba_5,1040 PRNc Otp Gly-Gaba_5,#CC3700
1041,PB Sst Gly-Gaba_1,1041 PB Sst Gly-Gaba_1,#3D86CC
1042,PB Sst Gly-Gaba_2,1042 PB Sst Gly-Gaba_2,#edc915
1043,PRNc Prox1 Brs3 Gly-Gaba_1,1043 PRNc Prox1 Brs3 Gly-Gaba_1,#7AA8CC
1044,CS-PRNr-PCG Tmem163 Otp Gaba_1,1044 CS-PRNr-PCG Tmem163 Otp Gaba_1,#26FFD4
1045,CS-PRNr-PCG Tmem163 Otp Gaba_2,1045 CS-PRNr-PCG Tmem163 Otp Gaba_2,#7F0099
1046,CS-PRNr-PCG Tmem163 Otp Gaba_3,1046 CS-PRNr-PCG Tmem163 Otp Gaba_3,#009991
1047,CS-PRNr-DR En1 Sox2 Gaba_1,1047 CS-PRNr-DR En1 Sox2 Gaba_1,#4DFFB7
1048,CS-PRNr-DR En1 Sox2 Gaba_2,1048 CS-PRNr-DR En1 Sox2 Gaba_2,#5D1FCC
1049,LDT Fgf7 Gaba_1,1049 LDT Fgf7 Gaba_1,#99A8FF
1050,LDT-DTN Gata3 Nfix Gaba_1,1050 LDT-DTN Gata3 Nfix Gaba_1,#CFFF73
1051,LDT-DTN Gata3 Nfix Gaba_2,1051 LDT-DTN Gata3 Nfix Gaba_2,#CC006E
1052,NI-RPO Gata3 Nr4a2 Gaba_1,1052 NI-RPO Gata3 Nr4a2 Gaba_1,#FFC699
1053,NI-RPO Gata3 Nr4a2 Gaba_2,1053 NI-RPO Gata3 Nr4a2 Gaba_2,#2E9939
1054,NI-RPO Gata3 Nr4a2 Gaba_3,1054 NI-RPO Gata3 Nr4a2 Gaba_3,#CC3DA6
1055,NI-RPO Gata3 Nr4a2 Gaba_4,1055 NI-RPO Gata3 Nr4a2 Gaba_4,#8B7ACC
1056,LDT-PCG-CS Gata3 Lhx1 Gaba_1,1056 LDT-PCG-CS Gata3 Lhx1 Gaba_1,#992E7A
1057,LDT-PCG-CS Gata3 Lhx1 Gaba_2,1057 LDT-PCG-CS Gata3 Lhx1 Gaba_2,#1FCC00
1058,LDT-PCG-CS Gata3 Lhx1 Gaba_3,1058 LDT-PCG-CS Gata3 Lhx1 Gaba_3,#3A00CC
1059,LDT-PCG-CS Gata3 Lhx1 Gaba_4,1059 LDT-PCG-CS Gata3 Lhx1 Gaba_4,#FF4DC0
1060,LDT-PCG-CS Gata3 Lhx1 Gaba_5,1060 LDT-PCG-CS Gata3 Lhx1 Gaba_5,#CC695C
1061,PDTg-PCG Pax6 Gaba_1,1061 PDTg-PCG Pax6 Gaba_1,#002D99
1062,PDTg-PCG Pax6 Gaba_2,1062 PDTg-PCG Pax6 Gaba_2,#FF9073
1063,PDTg-PCG Pax6 Gaba_3,1063 PDTg-PCG Pax6 Gaba_3,#789900
1064,PDTg-PCG Pax6 Gaba_4,1064 PDTg-PCG Pax6 Gaba_4,#FF7F73
1065,PDTg Otp Shroom3 Gaba_1,1065 PDTg Otp Shroom3 Gaba_1,#FE26FF
1066,PDTg Otp Olig3 Gaba_1,1066 PDTg Otp Olig3 Gaba_1,#0F1B66
1067,LDT-PCG St18 Gaba_1,1067 LDT-PCG St18 Gaba_1,#3DCCB6
1068,LDT-PCG St18 Gaba_2,1068 LDT-PCG St18 Gaba_2,#1FB2CC
1069,DTN-LDT-IPN Otp Pax3 Gaba_1,1069 DTN-LDT-IPN Otp Pax3 Gaba_1,#3A2E99
1070,DTN-LDT-IPN Otp Pax3 Gaba_2,1070 DTN-LDT-IPN Otp Pax3 Gaba_2,#459999
1071,DTN-LDT-IPN Otp Pax3 Gaba_3,1071 DTN-LDT-IPN Otp Pax3 Gaba_3,#2E1F66
1072,DTN-LDT-IPN Otp Pax3 Gaba_4,1072 DTN-LDT-IPN Otp Pax3 Gaba_4,#FF4DD5
1073,DTN-LDT-IPN Otp Pax3 Gaba_5,1073 DTN-LDT-IPN Otp Pax3 Gaba_5,#2E9974
1074,NLL Gata3 Gly-Gaba_1,1074 NLL Gata3 Gly-Gaba_1,#a4fcb2
1075,NLL Gata3 Gly-Gaba_2,1075 NLL Gata3 Gly-Gaba_2,#7bb9ce
1076,NLL Gata3 Gly-Gaba_3,1076 NLL Gata3 Gly-Gaba_3,#76CC00
1077,NLL Gata3 Gly-Gaba_4,1077 NLL Gata3 Gly-Gaba_4,#f9db31
1078,PSV Pax2 Gly-Gaba_1,1078 PSV Pax2 Gly-Gaba_1,#FF4D62
1079,PSV Pax2 Gly-Gaba_2,1079 PSV Pax2 Gly-Gaba_2,#CC775C
1080,NLL-po Pax7 Gaba_1,1080 NLL-po Pax7 Gaba_1,#FF4DEA
1081,POR Gata3 Gly-Gaba_1,1081 POR Gata3 Gly-Gaba_1,#00FF55
1082,POR Spp1 Gly-Gaba_1,1082 POR Spp1 Gly-Gaba_1,#69FF26
1083,PRP Otp Gly-Gaba_1,1083 PRP Otp Gly-Gaba_1,#FF4DA0
1084,PRP Otp Gly-Gaba_2,1084 PRP Otp Gly-Gaba_2,#994559
1085,PRP Otp Gly-Gaba_3,1085 PRP Otp Gly-Gaba_3,#5D1F66
1086,PRP Otp Gly-Gaba_4,1086 PRP Otp Gly-Gaba_4,#CC0089
1087,PRP Otp Gly-Gaba_5,1087 PRP Otp Gly-Gaba_5,#459946
1088,GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,1088 GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,#CC008A
1089,MY Lhx1 Gly-Gaba_1,1089 MY Lhx1 Gly-Gaba_1,#3DCC3E
1090,MY Lhx1 Gly-Gaba_2,1090 MY Lhx1 Gly-Gaba_2,#73FFD3
1091,MY Lhx1 Gly-Gaba_3,1091 MY Lhx1 Gly-Gaba_3,#976df9
1092,MY Lhx1 Gly-Gaba_4,1092 MY Lhx1 Gly-Gaba_4,#4D6300
1093,MY Lhx1 Gly-Gaba_5,1093 MY Lhx1 Gly-Gaba_5,#FFD100
1094,MY Lhx1 Gly-Gaba_6,1094 MY Lhx1 Gly-Gaba_6,#F4FF73
1095,MY Lhx1 Gly-Gaba_7,1095 MY Lhx1 Gly-Gaba_7,#FF2B26
1096,MY Lhx1 Gly-Gaba_8,1096 MY Lhx1 Gly-Gaba_8,#553DCC
1097,MY Lhx1 Gly-Gaba_9,1097 MY Lhx1 Gly-Gaba_9,#FF674D
1098,PPY-PGRNl Vip Glyc-Gaba_1,1098 PPY-PGRNl Vip Glyc-Gaba_1,#CC0047
1099,MV-SPIV-PRP Dmbx1 Gly-Gaba_1,1099 MV-SPIV-PRP Dmbx1 Gly-Gaba_1,#3D6DCC
1100,MV-SPIV-PRP Dmbx1 Gly-Gaba_2,1100 MV-SPIV-PRP Dmbx1 Gly-Gaba_2,#FF7500
1101,MV-SPIV-PRP Dmbx1 Gly-Gaba_3,1101 MV-SPIV-PRP Dmbx1 Gly-Gaba_3,#45996B
1102,MDRN Hoxb5 Ebf2 Gly-Gaba_1,1102 MDRN Hoxb5 Ebf2 Gly-Gaba_1,#5CCCA4
1103,MDRNd Prox1 Pax6 Gly-Gaba_1,1103 MDRNd Prox1 Pax6 Gly-Gaba_1,#8E1799
1104,MY Prox1 Lmo7 Gly-Gaba_1,1104 MY Prox1 Lmo7 Gly-Gaba_1,#65660F
1105,NTS-MDRNd Prox1 Zic1 Gly-Gaba_1,1105 NTS-MDRNd Prox1 Zic1 Gly-Gaba_1,#3DCCBF
1106,NTS-MDRNd Prox1 Zic1 Gly-Gaba_2,1106 NTS-MDRNd Prox1 Zic1 Gly-Gaba_2,#4DFF7C
1107,MV Nkx6-1 Gly-Gaba_1,1107 MV Nkx6-1 Gly-Gaba_1,#992E8C
1108,MV Nkx6-1 Gly-Gaba_2,1108 MV Nkx6-1 Gly-Gaba_2,#ccf9ff
1109,PAS-MV Ebf2 Gly-Gaba_1,1109 PAS-MV Ebf2 Gly-Gaba_1,#FFF399
1110,PAS-MV Ebf2 Gly-Gaba_2,1110 PAS-MV Ebf2 Gly-Gaba_2,#549917
1111,PAS-MV Ebf2 Gly-Gaba_3,1111 PAS-MV Ebf2 Gly-Gaba_3,#FF4626
1112,PAS-MV Ebf2 Gly-Gaba_4,1112 PAS-MV Ebf2 Gly-Gaba_4,#CC00B6
1113,MV Pax6 Gly-Gaba_1,1113 MV Pax6 Gly-Gaba_1,#FF26A1
1114,MV Pax6 Gly-Gaba_2,1114 MV Pax6 Gly-Gaba_2,#1F6657
1115,CBN Dmbx1 Gaba_1,1115 CBN Dmbx1 Gaba_1,#174999
1116,RPA Pax6 Hoxb5 Gly-Gaba_1,1116 RPA Pax6 Hoxb5 Gly-Gaba_1,#5C9994
1117,CU-ECU Pax2 Gly-Gaba_1,1117 CU-ECU Pax2 Gly-Gaba_1,#83e559
1118,PRP Gata3 Slc6a5 Gly-Gaba_1,1118 PRP Gata3 Slc6a5 Gly-Gaba_1,#661F4F
1119,MARN-PPY Ngfr Gly-Gaba_1,1119 MARN-PPY Ngfr Gly-Gaba_1,#999617
