id,label,color
139,L2/3 IT ENTl-PIR Glut_1,#2E9948
140,L2/3 IT ENTl-PIR Glut_1,#FFA24D
141,L2/3 IT ENTl-PIR Glut_1,#FF00EE
142,L2/3 IT ENTl-PIR Glut_1,#CC5CB3
143,L2/3 IT ENTl-PIR Glut_1,#995B00
144,L2/3 IT ENTl-PIR Glut_2,#CC4B3D
145,L2/3 IT ENTl-PIR Glut_2,#DD7300
146,L2/3 IT ENTl-PIR Glut_2,#B5CC00
147,L2/3 IT ENTl-PIR Glut_2,#AF5CCC
148,L2/3 IT ENTl-PIR Glut_2,#754599
149,L2/3 IT ENTl-PIR Glut_2,#4DFF9A
150,L2/3 IT ENTl-PIR Glut_2,#1F86CC
151,L2/3 IT ENTl-PIR Glut_3,#73C200
152,L2/3 IT ENTl-PIR Glut_3,#CC1FAE
153,L2/3 IT ENTl-PIR Glut_3,#992E62
154,L2/3 IT ENTl-PIR Glut_3,#F72600
155,L2/3 IT ENTl-PIR Glut_3,#73CC3D
156,L2/3 IT ENTl-PIR Glut_3,#178A99
157,L2/3 IT ENTl-PIR Glut_4,#dd75a1
158,L2/3 IT ENTl-PIR Glut_4,#992E37
159,L2/3 IT ENTl-PIR Glut_4,#2A1FCC
160,L2/3 IT ENTl-PIR Glut_4,#34992E
161,L2/3 IT ENTl-PIR Glut_4,#FEFF4D
162,L2/3 IT ENTl-PIR Glut_4,#99932E
163,L2/3 IT ENTl-PIR Glut_5,#9FCC1F
164,L2/3 IT ENTl-PIR Glut_6,#5db6e2
165,L2/3 IT ENTl-PIR Glut_6,#FF00A3
166,IT AON-TT-DP Glut_1,#00CC77
167,IT AON-TT-DP Glut_1,#267F00
168,IT AON-TT-DP Glut_1,#7B3DCC
169,IT AON-TT-DP Glut_1,#A91FCC
170,IT AON-TT-DP Glut_1,#00CC44
171,IT AON-TT-DP Glut_2,#00CCB5
172,IT AON-TT-DP Glut_2,#622E99
173,IT AON-TT-DP Glut_2,#459953
174,IT AON-TT-DP Glut_2,#93CC00
175,IT AON-TT-DP Glut_3,#B1FF4D
176,IT AON-TT-DP Glut_3,#99482E
177,IT AON-TT-DP Glut_3,#FFAF73
178,IT AON-TT-DP Glut_3,#998717
179,IT AON-TT-DP Glut_4,#004099
180,IT AON-TT-DP Glut_4,#00FF7E
181,IT AON-TT-DP Glut_4,#fc9e6c
182,IT AON-TT-DP Glut_5,#ce2596
183,IT AON-TT-DP Glut_5,#3DCC40
184,IT AON-TT-DP Glut_5,#CC751F
185,IT AON-TT-DP Glut_5,#990200
186,L2 IT ENT-po Glut_1,#CC1FB5
187,L2 IT ENT-po Glut_1,#FF73E6
188,L2 IT ENT-po Glut_2,#689945
189,L2 IT ENT-po Glut_2,#26FF5C
190,L2 IT ENT-po Glut_3,#C74D00
191,L2 IT ENT-po Glut_4,#593DCC
192,MEA Slc17a7 Glut_1,#3DCC87
193,MEA Slc17a7 Glut_1,#CC9C5C
194,MEA Slc17a7 Glut_1,#FF4D71
195,MEA Slc17a7 Glut_1,#89CC3D
196,MEA Slc17a7 Glut_1,#96992E
197,MEA Slc17a7 Glut_1,#3A2600
198,MEA Slc17a7 Glut_1,#FF4D7B
199,MEA Slc17a7 Glut_1,#610099
200,MEA Slc17a7 Glut_1,#FF0021
201,MEA Slc17a7 Glut_2,#5FCC5C
202,MEA Slc17a7 Glut_2,#13d9f7
203,MEA Slc17a7 Glut_2,#187bdd
204,MEA Slc17a7 Glut_2,#d15c08
205,MEA Slc17a7 Glut_2,#372E99
206,MEA Slc17a7 Glut_2,#3DAECC
207,MEA Slc17a7 Glut_2,#3DCC7A
208,MEA Slc17a7 Glut_2,#992E36
209,MEA Slc17a7 Glut_2,#CCA500
210,MEA Slc17a7 Glut_2,#7BFF4D
211,MEA Slc17a7 Glut_2,#efcb15
212,MEA Slc17a7 Glut_2,#CA7300
213,MEA Slc17a7 Glut_3,#5C7CCC
214,MEA Slc17a7 Glut_3,#BDCC3D
215,COAp Grxcr2 Glut_1,#5CBDCC
216,COAp Grxcr2 Glut_2,#179996
217,COAp Grxcr2 Glut_2,#2E6199
218,COAp Grxcr2 Glut_2,#992E5B
219,COAp Grxcr2 Glut_2,#d85b8d
220,COAp Grxcr2 Glut_2,#a6ce40
221,LA-BLA-BMA-PA Glut_1,#00998D
222,LA-BLA-BMA-PA Glut_1,#A97300
223,LA-BLA-BMA-PA Glut_1,#FF7D4D
224,LA-BLA-BMA-PA Glut_1,#3D4FCC
225,LA-BLA-BMA-PA Glut_1,#CC451F
226,LA-BLA-BMA-PA Glut_1,#990045
227,LA-BLA-BMA-PA Glut_1,#720099
228,LA-BLA-BMA-PA Glut_1,#8fb7ac
229,LA-BLA-BMA-PA Glut_1,#5CCC96
230,LA-BLA-BMA-PA Glut_2,#00994F
231,LA-BLA-BMA-PA Glut_2,#0b83bf
232,LA-BLA-BMA-PA Glut_2,#41fcf6
233,LA-BLA-BMA-PA Glut_2,#C5FF26
234,LA-BLA-BMA-PA Glut_2,#261799
235,LA-BLA-BMA-PA Glut_2,#FFA773
236,LA-BLA-BMA-PA Glut_3,#e4a9f9
237,LA-BLA-BMA-PA Glut_3,#00CC06
238,LA-BLA-BMA-PA Glut_3,#2E6699
239,LA-BLA-BMA-PA Glut_3,#FF0B00
240,LA-BLA-BMA-PA Glut_3,#FF4DBB
241,LA-BLA-BMA-PA Glut_4,#5D3DCC
242,LA-BLA-BMA-PA Glut_4,#5CCCC4
243,LA-BLA-BMA-PA Glut_4,#FF739D
244,LA-BLA-BMA-PA Glut_4,#001C99
245,LA-BLA-BMA-PA Glut_5,#1FCC29
246,LA-BLA-BMA-PA Glut_5,#CC1FAC
247,LA-BLA-BMA-PA Glut_5,#FFC24D
248,LA-BLA-BMA-PA Glut_5,#907300
249,LA-BLA-BMA-PA Glut_6,#189917
250,LA-BLA-BMA-PA Glut_6,#992E30
251,LA-BLA-BMA-PA Glut_6,#D4FF26
252,COAp-TR-ENTmv Glut_1,#2E9956
253,COAp-TR-ENTmv Glut_1,#ffcce1
254,COAp-TR-ENTmv Glut_1,#879900
255,COAp-TR-ENTmv Glut_1,#AA3DCC
256,COAp-TR-ENTmv Glut_2,#991746
257,COAp-TR-ENTmv Glut_2,#4DFFBF
258,COAp-TR-ENTmv Glut_2,#cdcea7
259,COAp-TR-ENTmv Glut_3,#3D7ACC
260,COAp-TR-ENTmv Glut_3,#22a534
261,CA1-ProS Glut_1,#992E34
262,CA1-ProS Glut_1,#FBFF26
263,CA1-ProS Glut_1,#4DA400
264,CA1-ProS Glut_1,#CC1F31
265,CA1-ProS Glut_1,#009916
266,CA1-ProS Glut_1,#00FF6C
267,CA1-ProS Glut_1,#85CC1F
268,CA1-ProS Glut_1,#FF3200
269,CA1-ProS Glut_1,#FF009C
270,CA1-ProS Glut_1,#005D99
271,CA1-ProS Glut_2,#CC3D7F
272,CA1-ProS Glut_2,#50ce5b
273,CA1-ProS Glut_2,#455699
274,CA1-ProS Glut_2,#007D99
275,CA1-ProS Glut_2,#FC7300
276,CA1-ProS Glut_2,#99842E
277,CA1-ProS Glut_2,#00994B
278,CA1-ProS Glut_3,#2CCC1F
279,CA1-ProS Glut_3,#FF4D94
280,CA1-ProS Glut_3,#4D8100
281,CA1-ProS Glut_3,#CC1F70
282,CA1-ProS Glut_3,#f4a63f
283,CA1-ProS Glut_3,#CC1FBC
284,CA1-ProS Glut_4,#6B4599
285,CA1-ProS Glut_4,#FF3726
286,CA1-ProS Glut_4,#00CCC0
287,CA1-ProS Glut_4,#995C17
288,CA1-ProS Glut_4,#771FCC
289,CA1-ProS Glut_5,#992E56
290,CA1-ProS Glut_5,#FF26B9
291,CA1-ProS Glut_5,#455199
292,CA1-ProS Glut_5,#d1d11b
293,CA1-ProS Glut_6,#55992E
294,CA1-ProS Glut_6,#FF4DF4
295,CA1-ProS Glut_6,#D27300
296,CA3 Glut_1,#FFBF00
297,CA3 Glut_1,#7500CC
298,CA3 Glut_1,#58CC3D
299,CA3 Glut_1,#b9bfbe
300,CA3 Glut_1,#73FFD7
301,CA3 Glut_1,#CC003B
302,CA3 Glut_2,#CCAE1F
303,CA3 Glut_2,#3DCCA5
304,CA3 Glut_2,#4DCB00
305,CA3 Glut_2,#A3CC3D
306,CA3 Glut_2,#B100CC
307,CA3 Glut_3,#990085
308,CA3 Glut_3,#FF0059
309,CA3 Glut_3,#1F4DCC
310,CA3 Glut_3,#26FFE6
311,CA3 Glut_3,#B0CC1F
312,CA3 Glut_3,#260099
313,CA3 Glut_3,#CC4500
314,CA3 Glut_4,#FF5826
315,CA3 Glut_4,#994590
316,CA3 Glut_4,#CCC15C
317,CA3 Glut_5,#997445
318,CA3 Glut_5,#D64D00
319,L2 IT PPP-APr Glut_1,#26FF32
320,L2 IT PPP-APr Glut_1,#994580
321,L2 IT PPP-APr Glut_1,#552600
322,L2 IT PPP-APr Glut_1,#CC341F
323,L2 IT PPP-APr Glut_2,#5CCCA0
324,L2 IT PPP-APr Glut_2,#CC6D1F
325,L2 IT PPP-APr Glut_2,#73A900
326,L2 IT PPP-APr Glut_2,#FF8E26
327,L2 IT PPP-APr Glut_3,#26FF8C
328,L2 IT PPP-APr Glut_3,#280099
329,L2 IT PPP-APr Glut_4,#FF4D6C
330,L2/3 IT PPP Glut_1,#457B99
331,L2/3 IT PPP Glut_1,#999645
332,L2/3 IT PPP Glut_1,#991917
333,L2/3 IT PPP Glut_1,#8BFF73
334,L2/3 IT PPP Glut_2,#f7b7b8
335,L2/3 IT PPP Glut_2,#007E00
336,L2/3 IT PPP Glut_2,#1F32CC
337,L2/3 IT PPP Glut_2,#4DB000
338,L2/3 IT PPP Glut_3,#009947
339,L2/3 IT PPP Glut_3,#e076d7
340,L2/3 IT PPP Glut_3,#99612E
341,L2/3 IT PPP Glut_3,#f75459
342,L2/3 IT PPP Glut_3,#73FFE4
343,L2/3 IT RSP Glut_1,#3DCC62
344,L2/3 IT RSP Glut_2,#FF00AE
345,L2/3 IT RSP Glut_2,#B22600
346,L2/3 IT RSP Glut_2,#0097CC
347,L2/3 IT RSP Glut_2,#B1FF00
348,L4 RSP-ACA Glut,#FF4DB1
349,L4 RSP-ACA Glut,#CC5CCA
350,L5 ET CTX Glut_1,#79CC3D
351,L5 ET CTX Glut_1,#17995C
352,L5 ET CTX Glut_1,#2E6099
353,L5 ET CTX Glut_1,#A63DCC
354,L5 ET CTX Glut_1,#2ACC00
355,L5 ET CTX Glut_1,#80FF26
356,L5 ET CTX Glut_1,#812E99
357,L5 ET CTX Glut_1,#8BCC3D
358,L5 ET CTX Glut_1,#FFBB73
359,L5 ET CTX Glut_1,#8A1799
360,L5 ET CTX Glut_2,#FF00B5
361,L5 ET CTX Glut_2,#CC1F40
362,L5 ET CTX Glut_2,#3D59CC
363,L5 ET CTX Glut_2,#FF4D8F
364,L5 ET CTX Glut_2,#FFF373
365,L5 ET CTX Glut_2,#3D3FCC
366,L5 ET CTX Glut_3,#3DCC4A
367,L5 ET CTX Glut_3,#FF4DED
368,L5 ET CTX Glut_3,#FF1600
369,L5 ET CTX Glut_3,#009925
370,L5 ET CTX Glut_3,#C7CC5C
371,L5 ET CTX Glut_4,#5CCC73
372,L5 ET CTX Glut_4,#992800
373,L5 ET CTX Glut_4,#73FFD5
374,L5 ET CTX Glut_4,#1FCC71
375,L5 ET CTX Glut_4,#8C1FCC
376,L5 ET CTX Glut_5,#0067CC
377,L5 ET CTX Glut_5,#4FCC00
378,L5 ET CTX Glut_5,#CCA000
379,L5 ET CTX Glut_5,#CD2600
380,L5 ET CTX Glut_6,#4EFF4D
381,L5 ET CTX Glut_6,#FF2B00
382,L5 ET CTX Glut_6,#26E200
383,L5 ET CTX Glut_6,#089900
384,SUB-ProS Glut_1,#CC7E5C
385,SUB-ProS Glut_1,#FF26EF
386,SUB-ProS Glut_1,#6F5CCC
387,SUB-ProS Glut_1,#2E996C
388,SUB-ProS Glut_1,#f2a14b
389,SUB-ProS Glut_2,#50992E
390,SUB-ProS Glut_2,#BC1FCC
391,SUB-ProS Glut_2,#997200
392,SUB-ProS Glut_2,#FF5D4D
393,SUB-ProS Glut_2,#CC00C3
394,SUB-ProS Glut_2,#CC1F61
395,SUB-ProS Glut_3,#793DCC
396,SUB-ProS Glut_3,#994E45
397,SUB-ProS Glut_3,#49f490
398,SUB-ProS Glut_3,#FF73E3
399,L5 PPP Glut,#177499
400,L6b EPd Glut_1,#FF26A4
401,L6b EPd Glut_1,#8FCC5C
402,L6b EPd Glut_2,#33c3e8
403,L6b EPd Glut_2,#CC1FBF
404,L6b EPd Glut_3,#FF006B
405,L6b EPd Glut_3,#7BCC3D
406,L6b EPd Glut_3,#FF4D65
407,L6b/CT ENT Glut_1,#35CC00
408,L6b/CT ENT Glut_1,#f2fc5f
409,L6b/CT ENT Glut_1,#A03DCC
410,L6b/CT ENT Glut_1,#990089
411,L6b/CT ENT Glut_2,#3d72ed
412,L6b/CT ENT Glut_2,#EFFF26
413,L6b/CT ENT Glut_2,#990014
414,L6b/CT ENT Glut_2,#17997F
415,L6b/CT ENT Glut_3,#FFB773
416,L6b/CT ENT Glut_3,#88CC5C
417,L6b/CT ENT Glut_3,#eec9ff
418,L6b/CT ENT Glut_4,#C30000
419,L6b/CT ENT Glut_4,#003F00
420,L6b/CT ENT Glut_4,#271799
421,L6b CTX Glut_1,#A25CCC
422,L6b CTX Glut_1,#FF4DA5
423,L6b CTX Glut_1,#d8cba2
424,L6b CTX Glut_2,#829917
425,L6b CTX Glut_2,#A1FF26
426,L6b CTX Glut_2,#009938
427,L6b CTX Glut_2,#00FFDD
428,L6b CTX Glut_3,#00CCAA
429,L6b CTX Glut_3,#994582
430,L6b CTX Glut_3,#CC00C8
431,L6b CTX Glut_3,#CC1F5F
432,L6b CTX Glut_4,#0f8ee2
433,L6 CT CTX Glut_1,#150099
434,L6 CT CTX Glut_1,#998E45
435,L6 CT CTX Glut_1,#4C2600
436,L6 CT CTX Glut_1,#26EB00
437,L6 CT CTX Glut_1,#73FFFD
438,L6 CT CTX Glut_2,#e2dbff
439,L6 CT CTX Glut_2,#FF7389
440,L6 CT CTX Glut_2,#994581
441,L6 CT CTX Glut_2,#2E3699
442,L6 CT CTX Glut_3,#c9ea67
443,L6 CT CTX Glut_3,#991738
444,L6 CT CTX Glut_3,#CC8400
445,L6 CT CTX Glut_3,#5CCCB1
446,L6 CT CTX Glut_3,#FF784D
447,L6 CT CTX Glut_4,#73D400
448,L6 CT CTX Glut_5,#73B500
449,L6 CT CTX Glut_5,#99007A
450,L6 CT CTX Glut_5,#CACC3D
451,L6 CT CTX Glut_5,#179982
452,L6 CT CTX Glut_5,#87CC1F
453,L6 CT CTX Glut_5,#3D7ECC
454,L6 CT CTX Glut_6,#FF8B26
455,CT SUB Glut_1,#00B0CC
456,CT SUB Glut_2,#FF8673
457,CT SUB Glut_2,#99004C
458,L5 NP CTX Glut_1,#FF2671
459,L5 NP CTX Glut_1,#7F0099
460,L5 NP CTX Glut_1,#009991
461,L5 NP CTX Glut_2,#edc915
462,L5 NP CTX Glut_2,#d31002
463,L5 NP CTX Glut_2,#459958
464,L5 NP CTX Glut_2,#26FFA1
465,L5 NP CTX Glut_3,#6F3DCC
466,L5 NP CTX Glut_3,#CCC95C
467,L5 NP CTX Glut_3,#0034CC
468,L5 NP CTX Glut_3,#44CC1F
469,L5 NP CTX Glut_4,#3D86CC
470,L5 NP CTX Glut_4,#3EFF26
471,L5 NP CTX Glut_4,#CC5C99
472,L5 NP CTX Glut_5,#26FFD4
473,L5 NP CTX Glut_5,#4F9917
474,NP SUB Glut_1,#ff709d
475,NP SUB Glut_1,#4383f9
476,NP SUB Glut_2,#714599
477,NP SUB Glut_2,#CFFF73
478,NP SUB Glut_2,#99173D
479,NP SUB Glut_2,#73FFF4
480,NP PPP Glut,#00FF1F
481,NP PPP Glut,#269100
482,NP PPP Glut,#6dafd6
483,CA2 Glut_1,#952E99
484,CA2 Glut_2,#456099
485,DG Glut_1,#CC1000
486,DG Glut_1,#5E9900
487,DG Glut_1,#2E994E
488,DG Glut_2,#003100
489,DG Glut_2,#1FA3CC
490,DG Glut_2,#CC006E
491,DG Glut_3,#0018CC
492,DG Glut_3,#8c7382
493,DG Glut_4,#4DFFAD
494,NLOT Rho Glut,#94992E
495,Vip Gaba_1,#9C0000
496,Vip Gaba_1,#CC793D
497,Vip Gaba_1,#FF73CD
498,Vip Gaba_1,#922E99
499,Vip Gaba_1,#5CB7CC
500,Vip Gaba_1,#CC311F
501,Vip Gaba_1,#1FCC00
502,Vip Gaba_1,#3A00CC
503,Vip Gaba_1,#FF4DC0
504,Vip Gaba_1,#75FF00
505,Vip Gaba_2,#E0FF26
506,Vip Gaba_2,#FF9073
507,Vip Gaba_2,#789900
508,Vip Gaba_2,#179960
509,Vip Gaba_2,#FF2826
510,Vip Gaba_2,#4D6B00
511,Vip Gaba_2,#3A2E99
512,Vip Gaba_2,#5CCC5F
513,Vip Gaba_3,#520099
514,Vip Gaba_3,#a4fcb2
515,Vip Gaba_3,#7bb9ce
516,Vip Gaba_3,#76CC00
517,Vip Gaba_3,#f9db31
518,Vip Gaba_3,#FF4D62
519,Vip Gaba_3,#CC775C
520,Vip Gaba_4,#FF4DEA
521,Vip Gaba_4,#6B9900
522,Vip Gaba_4,#4AFF26
523,Vip Gaba_4,#FF4DA0
524,Vip Gaba_4,#994559
525,Vip Gaba_4,#26A600
526,Vip Gaba_5,#97b2fc
527,Vip Gaba_5,#991734
528,Vip Gaba_5,#CC008A
529,Vip Gaba_5,#3DCC3E
530,Vip Gaba_5,#73FFD3
531,Vip Gaba_5,#976df9
532,Vip Gaba_5,#4D6300
533,Vip Gaba_6,#FFD100
534,Vip Gaba_6,#F4FF73
535,Vip Gaba_6,#FF2B26
536,Vip Gaba_7,#553DCC
537,Vip Gaba_7,#FF674D
538,Vip Gaba_7,#CC0047
539,Sncg Gaba_1,#3D6DCC
540,Sncg Gaba_1,#FF7500
541,Sncg Gaba_1,#056361
542,Sncg Gaba_1,#CC3D48
543,Sncg Gaba_1,#C9FF73
544,Sncg Gaba_1,#CC965C
545,Sncg Gaba_1,#45994F
546,Sncg Gaba_2,#0037CC
547,Sncg Gaba_2,#3DCCBF
548,Sncg Gaba_2,#CC9B1F
549,Sncg Gaba_2,#997F2E
550,Sncg Gaba_2,#CA3DCC
551,Sncg Gaba_3,#A0FF00
552,Sncg Gaba_3,#73FF85
553,Sncg Gaba_3,#8E1799
554,Sncg Gaba_3,#C27300
555,Sncg Gaba_3,#26C400
556,Sncg Gaba_3,#2E8999
557,Sncg Gaba_4,#93CC1F
558,Sncg Gaba_4,#992E8C
559,Sncg Gaba_4,#ccf9ff
560,Sncg Gaba_4,#CC3DB1
561,Sncg Gaba_5,#0091CC
562,Sncg Gaba_5,#FF4DD4
563,Sncg Gaba_5,#2100CC
564,Sncg Gaba_5,#FF4626
565,Sncg Gaba_5,#e6f76a
566,RHP-COA Ndnf Gaba_1,#CC7D3D
567,RHP-COA Ndnf Gaba_1,#83e559
568,RHP-COA Ndnf Gaba_1,#3DBCCC
569,RHP-COA Ndnf Gaba_1,#CC5C80
570,RHP-COA Ndnf Gaba_1,#459970
571,RHP-COA Ndnf Gaba_2,#FF3426
572,RHP-COA Ndnf Gaba_2,#2E5E99
573,RHP-COA Ndnf Gaba_2,#995C2E
574,RHP-COA Ndnf Gaba_2,#267C00
575,RHP-COA Ndnf Gaba_3,#FF4D7D
576,RHP-COA Ndnf Gaba_3,#1fb71f
577,RHP-COA Ndnf Gaba_3,#CC3D83
578,Lamp5 Gaba_1,#6C4D00
579,Lamp5 Gaba_1,#99FF73
580,Lamp5 Gaba_1,#00CC93
581,Lamp5 Gaba_1,#2E995A
582,Lamp5 Gaba_1,#A70000
583,Lamp5 Gaba_1,#4DFF83
584,Lamp5 Gaba_1,#c5e804
585,Lamp5 Gaba_1,#5ddbdd
586,Lamp5 Gaba_2,#CC0030
587,Lamp5 Gaba_2,#2FCC1F
588,Lamp5 Gaba_2,#5CA1CC
589,Lamp5 Gaba_2,#CC1F44
590,Lamp5 Gaba_2,#7F9945
591,Lamp5 Gaba_3,#26FFE9
592,Lamp5 Gaba_3,#992E7A
593,Lamp5 Gaba_3,#eab344
594,Lamp5 Gaba_4,#e06097
595,Lamp5 Gaba_4,#179986
596,Lamp5 Lhx6 Gaba,#3DCC58
597,Lamp5 Lhx6 Gaba,#FF00DF
598,Lamp5 Lhx6 Gaba,#9db2dd
599,Lamp5 Lhx6 Gaba,#26F400
600,Lamp5 Lhx6 Gaba,#651799
601,Lamp5 Lhx6 Gaba,#822600
602,Lamp5 Lhx6 Gaba,#73FFAE
603,Lamp5 Lhx6 Gaba,#1FCCA1
604,Pvalb chandelier Gaba,#7AFF73
605,Pvalb chandelier Gaba,#e6c9ff
606,Pvalb Gaba_1,#CC5C85
607,Pvalb Gaba_1,#997945
608,Pvalb Gaba_1,#CC0098
609,Pvalb Gaba_1,#00CC63
610,Pvalb Gaba_1,#CC4D00
611,Pvalb Gaba_1,#997600
612,Pvalb Gaba_2,#FF738D
613,Pvalb Gaba_2,#FFF426
614,Pvalb Gaba_2,#95FF73
615,Pvalb Gaba_2,#764599
616,Pvalb Gaba_2,#95CC3D
617,Pvalb Gaba_3,#2E9199
