id,name,code,account_type,reconcile,chart_template_id/id
account_sc_70500030,Ingresos comisión Telefonía móvil,70500030,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70500040,Ingresos comisión Telefonía fija+internet,70500040,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70500050,Conferencias,70500050,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70500060,Otros ingresos,70500060,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70800003,Devolució Vendes Telefonia mòbil,70800003,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70800010,Devolucions telefonia mòbil,70800010,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70800020,Devolucions telefonia banda ampla,70800020,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70800030,Devolucions marge telefonia mòbil,70800030,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_70800040,Devolucions marge telefonia banda ampla,70800040,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_71200010,Variación de servicios telefonia móvil,71200010,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_71200020,Variación de servicios telefonia BA,71200020,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_71200030,Variación de servicios margen telefonía móvil,71200030,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_71200040,Variación de servicios margen fibra,71200040,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_74000001,Subv. Generalitat Catalunya projecte Singulars,74000001,expense_direct_cost,,somconnexio.account_chart_template_sc
account_sc_75720000,Donaciones Imputables al FEFP,75720000,expense_direct_cost,,somconnexio.account_chart_template_sc
