,all_time_peak,last_30_day_avg,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1328,276,7.3,11933.0,Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
1329,14130,302.47,7496.0,The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21
1330,14130,302.47,10470.0,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1
1331,14130,302.47,11846.0,The Wolf Among Us,XOne,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07
1332,14130,302.47,11939.0,The Wolf Among Us,PSV,2014.0,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07
1333,14130,302.47,13683.0,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04
1334,9,1.0,9043.0,Second Sight,PS2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14
1335,9,1.0,11949.0,Second Sight,XB,2004.0,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07
1336,9,1.0,13089.0,Second Sight,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05
1337,1548,51.77,11993.0,Hearts of Iron III,PC,2009.0,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07
1338,582,44.24,12030.0,Port Royale 3,PS3,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07
1339,582,44.24,12240.0,Port Royale 3,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.0,0.07
1340,598,10.24,12048.0,Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.05,0.0,0.01,0.07
1341,598,10.24,13048.0,Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05
1342,2568,744.21,197.0,Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11
1343,2568,744.21,372.0,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51
1344,2568,744.21,12096.0,Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07
1345,4261,7.49,12105.0,Grand Ages: Medieval,PS4,2015.0,Strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07
1346,4261,7.49,13300.0,Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05
1347,6612,257.65,1444.0,Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
1348,6612,257.65,12110.0,Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07
1349,188,13.36,12122.0,Obscure,PS2,2004.0,Adventure,Microids,0.03,0.03,0.0,0.01,0.07
1350,188,13.36,14037.0,Obscure,XB,2004.0,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04
1351,11836,738.31,439.0,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
1352,11836,738.31,859.0,Resident Evil 6,X360,2012.0,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
1353,11836,738.31,12135.0,Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07
1354,11836,738.31,13501.0,Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04
1355,11836,738.31,13952.0,Resident Evil 6,XOne,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04
1356,404,4.19,12163.0,The Book of Unwritten Tales 2,PS4,2015.0,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07
1357,404,4.19,16255.0,The Book of Unwritten Tales 2,WiiU,2016.0,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01
1358,582,44.24,12030.0,Port Royale 3,PS3,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07
1359,582,44.24,12240.0,Port Royale 3,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.0,0.07
1360,66,1.12,12319.0,The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06
1361,144,0.76,12390.0,Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06
1362,144,0.76,13873.0,Song of the Deep,XOne,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.04
1363,144,0.76,15661.0,Song of the Deep,PC,2016.0,Action,Insomniac Games,0.02,0.0,0.0,0.0,0.02
1364,77,1.49,12401.0,The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
1365,1391,29.5,4060.0,Alone in the Dark,X360,2008.0,Adventure,Atari,0.14,0.3,0.0,0.05,0.49
1366,1391,29.5,8041.0,Alone in the Dark,Wii,2008.0,Adventure,Atari,0.09,0.08,0.0,0.02,0.18
1367,1391,29.5,12419.0,Alone in the Dark,PS2,2008.0,Adventure,Atari,0.03,0.02,0.0,0.01,0.06
1368,1391,29.5,16396.0,Alone in the Dark,PC,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
1369,1883,21.2,12434.0,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06
1370,1883,21.2,12452.0,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06
1371,486918,21886.95,2843.0,Terraria,X360,2013.0,Action,505 Games,0.35,0.31,0.0,0.06,0.72
1372,486918,21886.95,4053.0,Terraria,PS3,2013.0,Action,505 Games,0.07,0.26,0.09,0.07,0.49
1373,486918,21886.95,8846.0,Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15
1374,486918,21886.95,10260.0,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11
1375,486918,21886.95,11620.0,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08
1376,486918,21886.95,12442.0,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06
1377,486918,21886.95,13772.0,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04
1378,486918,21886.95,14850.0,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
1379,1883,21.2,12434.0,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06
1380,1883,21.2,12452.0,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06
1381,4,0.0,7734.0,The Great Escape,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2
1382,4,0.0,7734.0,The Great Escape,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2
1383,4,0.0,12461.0,The Great Escape,XB,2003.0,Action,SCi,0.05,0.01,0.0,0.0,0.06
1384,4,0.0,12461.0,The Great Escape,XB,2003.0,Action,SCi,0.05,0.01,0.0,0.0,0.06
1385,725,29.09,5560.0,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.33
1386,725,29.09,6249.0,Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.09,0.0,0.02,0.28
1387,725,29.09,12481.0,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06
1388,878,100.58,,,,,,,,,,,
1389,3048,18.0,5275.0,Remember Me,PS3,2013.0,Action,Capcom,0.1,0.18,0.0,0.07,0.35
1390,3048,18.0,8050.0,Remember Me,X360,2013.0,Action,Capcom,0.1,0.07,0.0,0.02,0.18
1391,3048,18.0,12498.0,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06
1392,220,0.0,3497.0,Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58
1393,220,0.0,12555.0,Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.06,0.0,0.0,0.0,0.06
1394,1974,15.36,,,,,,,,,,,
1395,51,7.28,6251.0,Myst III: Exile,PS2,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28
1396,51,7.28,12659.0,Myst III: Exile,XB,2002.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06
1397,74024,1657.18,152.0,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
1398,74024,1657.18,3592.0,Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56
1399,74024,1657.18,12676.0,Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06
1400,1624,18.55,,,,,,,,,,,
1401,472,34.01,522.0,Myst,PC,1994.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
1402,472,34.01,10498.0,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
1403,472,34.01,11742.0,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
1404,472,34.01,12763.0,Myst,SAT,1994.0,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06
1405,472,34.01,15944.0,Myst,PSP,2006.0,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.02
1406,91,3.23,12784.0,MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06
1407,91,3.23,15730.0,MX vs. ATV Supercross Encore,XOne,2015.0,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.02
1408,1974,15.36,,,,,,,,,,,
1409,147,1.45,,,,,,,,,,,
1410,19,5.88,12863.0,Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
1411,133,1.89,5962.0,Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29
1412,133,1.89,7597.0,Front Mission Evolved,X360,2010.0,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2
1413,133,1.89,12873.0,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
1414,2,0.0,7100.0,BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23
1415,2,0.0,12875.0,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
1416,8,0.06,12900.0,Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05
1417,328,3.72,12944.0,DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05
1418,7312,14.82,5994.0,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.08,0.16,0.0,0.05,0.29
1419,7312,14.82,6945.0,The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24
1420,7312,14.82,12954.0,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
1421,38,6.2,12955.0,Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05
1422,38,6.2,16594.0,Myst IV: Revelation,PC,2004.0,Adventure,Ubisoft,0.01,0.0,0.0,0.0,0.01
1423,712,10.22,12964.0,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
1424,624,3.29,13006.0,Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.02,0.0,0.01,0.05
1425,13649,498.3,554.0,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
1426,13649,498.3,1446.0,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35
1427,13649,498.3,13025.0,Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
1428,19780,9555.65,13031.0,Assetto Corsa,PS4,2016.0,Racing,505 Games,0.0,0.04,0.0,0.01,0.05
1429,19780,9555.65,16279.0,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.01
1430,35,14.51,10605.0,Bejeweled Twist,DS,2010.0,Puzzle,PopCap Games,0.0,0.09,0.0,0.01,0.1
1431,35,14.51,13045.0,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
1432,13807,143.42,2513.0,Street Fighter V,PS4,2016.0,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82
1433,13807,143.42,13046.0,Street Fighter V,PC,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
1434,598,10.24,12048.0,Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.05,0.0,0.01,0.07
1435,598,10.24,13048.0,Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.05
1436,1427,42.41,13059.0,Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05
1437,3,0.05,13062.0,Expendable,PS,1999.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.05
1438,2692,8.87,10408.0,Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11
1439,2692,8.87,13072.0,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05
1440,9,1.0,9043.0,Second Sight,PS2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14
1441,9,1.0,11949.0,Second Sight,XB,2004.0,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07
1442,9,1.0,13089.0,Second Sight,GC,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05
1443,1819,4.65,13097.0,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.01,0.03,0.0,0.01,0.05
1444,1819,4.65,15344.0,The Technomancer,XOne,2016.0,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.02
1445,1819,4.65,16402.0,The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
1446,1,0.0,10246.0,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
1447,1,0.0,13106.0,Alias,XB,2004.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
1448,89,14.76,13122.0,Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05
1449,2315,6.69,13172.0,Pro Cycling Manager 2016,PS4,2016.0,Sports,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
1450,2315,6.69,14558.0,Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
1451,866,36.47,13230.0,Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
1452,229,5.32,13271.0,Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
1453,5781,14.91,13287.0,Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
1454,4261,7.49,12105.0,Grand Ages: Medieval,PS4,2015.0,Strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07
1455,4261,7.49,13300.0,Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05
1456,5845,1001.34,,,,,,,,,,,
1457,578,56.8,11070.0,Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09
1458,578,56.8,13340.0,Supreme Commander,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
1459,9066,62.95,2933.0,Mafia,PS2,2004.0,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7
1460,9066,62.95,7053.0,Mafia,XB,2004.0,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23
1461,9066,62.95,13370.0,Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05
1462,5650,10.82,,,,,,,,,,,
1463,51,7.0,13496.0,Praetorians,PC,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
1464,11836,738.31,439.0,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
1465,11836,738.31,859.0,Resident Evil 6,X360,2012.0,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
1466,11836,738.31,12135.0,Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07
1467,11836,738.31,13501.0,Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04
1468,11836,738.31,13952.0,Resident Evil 6,XOne,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04
1469,137,19.82,13506.0,IL-2 Sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04
1470,914,186.64,8625.0,FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16
1471,914,186.64,13528.0,FlatOut 2,XB,2006.0,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04
1472,55,0.86,13529.0,Rogue Trooper,PS2,2006.0,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04
1473,55,0.86,15677.0,Rogue Trooper,XB,2006.0,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
1474,80,9.92,2755.0,Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
1475,80,9.92,3318.0,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06,0.61
1476,80,9.92,10213.0,Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
1477,80,9.92,13539.0,Split/Second,PC,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04
1478,48,2.56,13560.0,Corpse Party: Book of Shadows,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
1479,73,19.85,13625.0,Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04
1480,2474,49.46,13635.0,Company of Heroes: Tales of Valor,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04
1481,124449,20911.99,9880.0,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12
1482,124449,20911.99,13652.0,7 Days to Die,XOne,2016.0,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04
1483,24,6.29,13666.0,Farm Frenzy 3,PC,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04
1484,24,6.29,14777.0,Farm Frenzy 3,DS,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03
1485,228,6.05,13678.0,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015.0,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04
1486,228,6.05,16301.0,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,Nitroplus,0.0,0.0,0.01,0.0,0.01
1487,122,27.74,13679.0,Imperial Glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
1488,14130,303.55,7496.0,The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21
1489,14130,303.55,10470.0,The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.03,0.0,0.02,0.1
1490,14130,303.55,11846.0,The Wolf Among Us,XOne,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07
1491,14130,303.55,11939.0,The Wolf Among Us,PSV,2014.0,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07
1492,14130,303.55,13683.0,The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04
1493,805,26.18,13705.0,Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04
1494,120,5.96,13711.0,Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04
1495,10,1.3,13725.0,Shattered Union,XB,2005.0,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
1496,826,172.25,1952.0,Worms Armageddon,PS,1999.0,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06
1497,826,172.25,13742.0,Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
1498,486918,21735.72,2843.0,Terraria,X360,2013.0,Action,505 Games,0.35,0.31,0.0,0.06,0.72
1499,486918,21735.72,4053.0,Terraria,PS3,2013.0,Action,505 Games,0.07,0.26,0.09,0.07,0.49
1500,486918,21735.72,8846.0,Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.02,0.15
1501,486918,21735.72,10260.0,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11
1502,486918,21735.72,11620.0,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08
1503,486918,21735.72,12442.0,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06
1504,486918,21735.72,13772.0,Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04
1505,486918,21735.72,14850.0,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
1506,134,29.01,,,,,,,,,,,
1507,3784,30.91,7204.0,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
1508,3784,30.91,10491.0,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1
1509,3784,30.91,13827.0,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
1510,2072,682.86,13854.0,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.01,0.04
1511,1008,76.19,13858.0,Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04
1512,144,0.78,12390.0,Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06
1513,144,0.78,13873.0,Song of the Deep,XOne,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.04
1514,144,0.78,15661.0,Song of the Deep,PC,2016.0,Action,Insomniac Games,0.02,0.0,0.0,0.0,0.02
1515,6444,107.37,462.0,Saints Row 2,X360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03
1516,6444,107.37,1061.0,Saints Row 2,PS3,2008.0,Action,THQ,0.88,0.54,0.02,0.25,1.69
1517,6444,107.37,13906.0,Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04
1518,38,2.31,,,,,,,,,,,
1519,278,7.93,9918.0,Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12
1520,278,7.93,13925.0,Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04
1521,278,7.93,15287.0,Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
1522,278,7.93,15991.0,Don Bradman Cricket 14,X360,2014.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01
1523,1974,15.39,,,,,,,,,,,
1524,5592,96.04,13947.0,APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04
1525,179,46.01,13948.0,Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04
1526,11836,725.22,439.0,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
1527,11836,725.22,859.0,Resident Evil 6,X360,2012.0,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
1528,11836,725.22,12135.0,Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07
1529,11836,725.22,13501.0,Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04
1530,11836,725.22,13952.0,Resident Evil 6,XOne,2016.0,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04
1531,24057,5691.12,6034.0,World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29
1532,24057,5691.12,13964.0,World of Tanks,X360,,Shooter,,0.0,0.03,0.0,0.0,0.04
1533,757,12.29,13992.0,The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04
1534,2045,27.28,14013.0,World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
1535,188,12.63,12122.0,Obscure,PS2,2004.0,Adventure,Microids,0.03,0.03,0.0,0.01,0.07
1536,188,12.63,14037.0,Obscure,XB,2004.0,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04
1537,461,31.62,2412.0,Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86
1538,461,31.62,3524.0,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.23,0.0,0.13,0.57
1539,461,31.62,4010.0,Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5
1540,461,31.62,4855.0,Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4
1541,461,31.62,14041.0,Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
1542,1137,90.66,3966.0,Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
1543,1137,90.66,4875.0,Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
1544,1137,90.66,9096.0,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14
1545,1137,90.66,14084.0,Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
1546,287,3.02,14134.0,The Void,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03
1547,24594,265.37,5611.0,Prey,X360,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32
1548,24594,265.37,14148.0,Prey,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
1549,431,1.22,14187.0,Sacra Terra: Angelic Night,PC,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03
1550,1702,34.6,5577.0,Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,0.32
1551,1702,34.6,5603.0,Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.06,0.32
