source;target;name;kind;labels;default;binary;electrical energy;information;material;mechanical energy;spatial;sum
Bed-plate (incl upper beam assy);Machinery isolation;ele175-46;edge;s;1;1;False;False;False;False;True;1
Bed-plate (incl upper beam assy);Car guide rails;ele175-47;edge;s;1;1;False;False;False;False;True;1
Machinery isolation;Machinery 9;ele175-48;edge;s;1;1;False;False;False;False;True;1
Machinery isolation;Machinery 10;ele175-49;edge;s;1;1;False;False;False;False;True;1
Machinery isolation;Bed-plate (incl upper beam assy);ele175-50;edge;s;1;1;False;False;False;False;True;1
Rope guards/rope retainer;Machinery 9;ele175-51;edge;s;1;1;False;False;False;False;True;1
Rope guards/rope retainer;Rope 1;ele175-52;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Bed-plate (incl upper beam assy);ele175-53;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Pit equipment accessories 3;ele175-54;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Pit equipment accessories 4;ele175-55;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Pit equipment accessories 5;ele175-56;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Car brackets & clips;ele175-57;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Bracket 3;ele175-58;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Bracket 5;ele175-59;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Car w/ hw;ele175-60;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Installation accessories 1;ele175-61;edge;"s;m";1;1;False;False;False;False;True;1
Car guide rails;Car Sling Component 2;ele175-62;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Car Sling Component 3;ele175-63;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Car Sling Component 4;ele175-64;edge;"s;ME;m";1;1;False;False;True;True;True;3
Car guide rails;Car Sling Component 5;ele175-65;edge;"s;m";1;1;False;False;True;False;True;2
Car guide rails;Car OSG Component 3;ele175-66;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Car OSG Component 5;ele175-67;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Rope termination 1;ele175-68;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Rope termination 3;ele175-69;edge;"s;ME";1;1;False;False;False;True;True;2
Car guide rails;Positioning system 1;ele175-70;edge;s;1;1;False;False;False;False;True;1
Car guide rails;Drive panel 1;ele175-71;edge;s;1;1;False;False;False;False;True;1
Counterweight guide rails;Counterweight screen;ele175-72;edge;s;1;1;False;False;False;False;True;1
Counterweight guide rails;Pit equipment accessories 3;ele175-73;edge;s;1;1;False;False;False;False;True;1
Counterweight guide rails;Counterweight brackets & clips;ele175-74;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Bracket 3;ele175-75;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Bracket 5;ele175-76;edge;s;1;1;False;False;False;False;True;1
Counterweight guide rails;Counterweight w/ hw;ele175-77;edge;s;1;1;False;False;False;False;True;1
Counterweight guide rails;Installation accessories 1;ele175-78;edge;"s;m";1;1;False;False;False;False;True;1
Counterweight guide rails;Car Sling Component 2;ele175-79;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Car Sling Component 3;ele175-80;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Car Sling Component 4;ele175-81;edge;"s;ME;m";1;1;False;False;True;True;True;3
Counterweight guide rails;Counterweight Sling Component 4;ele175-82;edge;"s;m;ME";1;1;False;False;True;True;True;3
Counterweight guide rails;Counterweight Sling Component 5;ele175-83;edge;"s;m";1;1;False;False;True;False;True;2
Counterweight guide rails;Counterweight Sling Component 7;ele175-84;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Counterweight OSG component 4;ele175-85;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Counterweight OSG component 6;ele175-86;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight guide rails;Rope termination 3;ele175-87;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight screen;Counterweight guide rails;ele175-88;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Rope 4;ele175-89;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 1;ele175-90;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 2;ele175-91;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 3;ele175-92;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 4;ele175-93;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 7;ele175-94;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 10;ele175-95;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car Sling Component 11;ele175-96;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 1;ele175-97;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 2;ele175-98;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 3;ele175-99;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 4;ele175-100;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 6;ele175-101;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 7;ele175-102;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 10;ele175-103;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight Sling Component 11;ele175-104;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Counterweight OSG component 2;ele175-105;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Filler bits;ele175-106;edge;s;1;1;False;False;False;False;True;1
Counterweight screen;Car component 2;ele175-107;edge;s;1;1;False;False;False;False;True;1
Pit (toe guard) panel;Toe guard;ele175-108;edge;s;1;1;False;False;False;False;True;1
Pit (toe guard) panel;Car Door 1;ele175-109;edge;s;1;1;False;False;False;False;True;1
Pit (toe guard) panel;Landing Door 1;ele175-110;edge;s;1;1;False;False;False;False;True;1
Pit (toe guard) panel;Landing Door 4;ele175-111;edge;s;1;1;False;False;False;False;True;1
Pit (toe guard) panel;Landing Door 6;ele175-112;edge;s;1;1;False;False;False;False;True;1
Pit (toe guard) panel;Landing Door 15;ele175-113;edge;s;1;1;False;False;False;False;True;1
Car & Counterweight Buffer;Pit equipment accessories 1;ele175-114;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Pit equipment accessories 2;ele175-115;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Pit equipment accessories 3;ele175-116;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Pit equipment accessories 4;ele175-117;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Pit safety 3;ele175-118;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Car Sling Component 7;ele175-119;edge;s;1;1;False;False;False;False;True;1
Car & Counterweight Buffer;Car Sling Component 9;ele175-120;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Counterweight Sling Component 6;ele175-121;edge;"s;ME";1;1;False;False;False;True;True;2
Car & Counterweight Buffer;Bundle 2;ele175-122;edge;i;1;1;False;True;False;False;False;1
Car & Counterweight Buffer;Electrical system 13;ele175-123;edge;i;1;1;False;True;False;False;False;1
Pit equipment accessories 1;Car & Counterweight Buffer;ele175-124;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 1;Pit equipment accessories 2;ele175-125;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 1;Pit equipment accessories 3;ele175-126;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 1;Electrical system 13;ele175-127;edge;i;1;1;False;True;False;False;False;1
Pit equipment accessories 2;Car & Counterweight Buffer;ele175-128;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 2;Pit equipment accessories 1;ele175-129;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 2;Pit equipment accessories 3;ele175-130;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 2;Pit safety 3;ele175-131;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 2;Electrical system 13;ele175-132;edge;i;1;1;False;True;False;False;False;1
Pit equipment accessories 3;Car guide rails;ele175-133;edge;s;1;1;False;False;False;False;True;1
Pit equipment accessories 3;Counterweight guide rails;ele175-134;edge;s;1;1;False;False;False;False;True;1
Pit equipment accessories 3;Car & Counterweight Buffer;ele175-135;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 3;Pit equipment accessories 1;ele175-136;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 3;Pit equipment accessories 2;ele175-137;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 3;Pit equipment accessories 4;ele175-138;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 3;Pit safety 3;ele175-139;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 4;Car guide rails;ele175-140;edge;s;1;1;False;False;False;False;True;1
Pit equipment accessories 4;Car & Counterweight Buffer;ele175-141;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 4;Pit equipment accessories 3;ele175-142;edge;"s;ME";1;1;False;False;False;True;True;2
Pit equipment accessories 5;Car guide rails;ele175-143;edge;s;1;1;False;False;False;False;True;1
Pit equipment accessories 5;Car w/ hw;ele175-144;edge;s;1;1;False;False;False;False;True;1
Pit equipment accessories 5;Car Sling Component 10;ele175-145;edge;s;1;1;False;False;False;False;True;1
Car brackets & clips;Car guide rails;ele175-146;edge;"s;ME";1;1;False;False;False;True;True;2
Car brackets & clips;Bracket 4;ele175-147;edge;s;1;1;False;False;False;False;True;1
Car brackets & clips;Dividing beam assy;ele175-148;edge;s;1;1;False;False;False;False;True;1
Counterweight brackets & clips;Counterweight guide rails;ele175-149;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight brackets & clips;Bracket 4;ele175-150;edge;s;1;1;False;False;False;False;True;1
Counterweight brackets & clips;Filler bits;ele175-151;edge;s;1;1;False;False;False;False;True;1
Counterweight brackets & clips;Dividing beam assy;ele175-152;edge;s;1;1;False;False;False;False;True;1
Bracket 3;Car guide rails;ele175-153;edge;"s;ME";1;1;False;False;False;True;True;2
Bracket 3;Counterweight guide rails;ele175-154;edge;"s;ME";1;1;False;False;False;True;True;2
Bracket 3;Bracket 4;ele175-155;edge;s;1;1;False;False;False;False;True;1
Bracket 3;Dividing beam assy;ele175-156;edge;s;1;1;False;False;False;False;True;1
Bracket 4;Car brackets & clips;ele175-157;edge;s;1;1;False;False;False;False;True;1
Bracket 4;Counterweight brackets & clips;ele175-158;edge;s;1;1;False;False;False;False;True;1
Bracket 4;Bracket 3;ele175-159;edge;s;1;1;False;False;False;False;True;1
Bracket 4;Dividing beam assy;ele175-160;edge;s;1;1;False;False;False;False;True;1
Bracket 5;Car guide rails;ele175-161;edge;s;1;1;False;False;False;False;True;1
Bracket 5;Counterweight guide rails;ele175-162;edge;s;1;1;False;False;False;False;True;1
Bracket 5;Rope termination 3;ele175-163;edge;s;1;1;False;False;False;False;True;1
Car w/ hw;Car guide rails;ele175-164;edge;s;1;1;False;False;False;False;True;1
Car w/ hw;Pit equipment accessories 5;ele175-165;edge;s;1;1;False;False;False;False;True;1
Counterweight w/ hw;Counterweight guide rails;ele175-166;edge;s;1;1;False;False;False;False;True;1
Installation accessories 1;Car guide rails;ele175-167;edge;"s;m";1;1;False;False;False;False;True;1
Installation accessories 1;Counterweight guide rails;ele175-168;edge;"s;m";1;1;False;False;False;False;True;1
Rope 1;Machinery 1;ele175-169;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 1;Machinery 2;ele175-170;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 1;Rope guards/rope retainer;ele175-171;edge;s;1;1;False;False;False;False;True;1
Rope 1;Car Sling Component 1;ele175-172;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 1;Counterweight Sling Component 1;ele175-173;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 1;Rope termination 1;ele175-174;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 1;Rope termination 3;ele175-175;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 2;Car Sling Component 11;ele175-176;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 2;Car OSG Component 1;ele175-177;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 2;Car OSG Component 3;ele175-178;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 3;Car Sling Component 11;ele175-179;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 3;Counterweight OSG component 2;ele175-180;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 3;Counterweight OSG component 4;ele175-181;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 3;Filler bits;ele175-182;edge;s;1;1;False;False;False;False;True;1
Rope 4;Counterweight screen;ele175-183;edge;s;1;1;False;False;False;False;True;1
Rope 4;Car Sling Component 12;ele175-184;edge;s;1;1;False;False;False;False;True;1
Rope 4;Counterweight Sling Component 9;ele175-185;edge;"s;ME";1;1;False;False;False;True;True;2
Rope 4;Counterweight Sling Component 10;ele175-186;edge;s;1;1;False;False;False;False;True;1
Low Top and Pit safety devices;Bundle 2;ele175-187;edge;i;1;1;False;True;False;False;False;1
Low Top and Pit safety devices;Car signalization;ele175-188;edge;i;1;1;False;True;False;False;False;1
Pit safety 1;Car component 14;ele175-189;edge;"s;ME";1;1;False;False;False;True;True;2
Pit safety 1;Bundle 2;ele175-190;edge;i;1;1;False;True;False;False;False;1
Pit safety 1;Electrical system 13;ele175-191;edge;i;1;1;False;True;False;False;False;1
Pit safety 2;Car component 1;ele175-192;edge;s;1;1;False;False;False;False;True;1
Pit safety 2;Car component 4;ele175-193;edge;s;1;1;False;False;False;False;True;1
Pit safety 2;Car component 9;ele175-194;edge;s;1;1;False;False;False;False;True;1
Pit safety 2;Car floor 1;ele175-195;edge;"s;ME";1;1;False;False;False;True;True;2
Pit safety 2;Bundle 2;ele175-196;edge;i;1;1;False;True;False;False;False;1
Pit safety 2;Electrical system 13;ele175-197;edge;i;1;1;False;True;False;False;False;1
Pit safety 2;Car Door 6;ele175-198;edge;s;1;1;False;False;False;False;True;1
Pit safety 2;Car Door 8;ele175-199;edge;s;1;1;False;False;False;False;True;1
Pit safety 3;Car & Counterweight Buffer;ele175-200;edge;"s;ME";1;1;False;False;False;True;True;2
Pit safety 3;Pit equipment accessories 2;ele175-201;edge;"s;ME";1;1;False;False;False;True;True;2
Pit safety 3;Pit equipment accessories 3;ele175-202;edge;"s;ME";1;1;False;False;False;True;True;2
Pit safety 3;Bundle 2;ele175-203;edge;i;1;1;False;True;False;False;False;1
Pit safety 3;Electrical system 13;ele175-204;edge;i;1;1;False;True;False;False;False;1
Car Sling Component 1;Machinery 1;ele175-205;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 1;Counterweight screen;ele175-206;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 1;Rope 1;ele175-207;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 1;Car Sling Component 8;ele175-208;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 1;Rope termination 1;ele175-209;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 1;Car floor 1;ele175-210;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 1;Car floor 4;ele175-211;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 1;Car floor 5;ele175-212;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 1;Toe guard;ele175-213;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 2;Car guide rails;ele175-214;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 2;Counterweight guide rails;ele175-215;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 2;Counterweight screen;ele175-216;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 2;Car Sling Component 7;ele175-217;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 2;Car Sling Component 11;ele175-218;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 2;Bundle 2;ele175-219;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 2;Electrical system 13;ele175-220;edge;i;1;1;False;True;False;False;False;1
Car Sling Component 3;Car guide rails;ele175-221;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 3;Counterweight guide rails;ele175-222;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 3;Counterweight screen;ele175-223;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 3;Car Sling Component 7;ele175-224;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 3;Filler bits;ele175-225;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 4;Car guide rails;ele175-226;edge;"s;ME;m";1;1;False;False;True;True;True;3
Car Sling Component 4;Counterweight guide rails;ele175-227;edge;"s;ME;m";1;1;False;False;True;True;True;3
Car Sling Component 4;Counterweight screen;ele175-228;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 4;Car Sling Component 7;ele175-229;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 5;Car guide rails;ele175-230;edge;"s;m";1;1;False;False;True;False;True;2
Car Sling Component 5;Car Sling Component 7;ele175-231;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 6;Car Sling Component 7;ele175-232;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 6;Car Sling Component 10;ele175-233;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 6;Car component 14;ele175-234;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 6;Car component 15;ele175-235;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 6;Car component 17;ele175-236;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 6;Car component 18;ele175-237;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Counterweight screen;ele175-238;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car & Counterweight Buffer;ele175-239;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 2;ele175-240;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 7;Car Sling Component 3;ele175-241;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 4;ele175-242;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 5;ele175-243;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 6;ele175-244;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 7;Car Sling Component 8;ele175-245;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 9;ele175-246;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 10;ele175-247;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car Sling Component 11;ele175-248;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 7;Filler bits;ele175-249;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car component 2;ele175-250;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car floor 1;ele175-251;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 7;Car operating panel;ele175-252;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 7;Car signalization;ele175-253;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 8;Car Sling Component 1;ele175-254;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 8;Car Sling Component 7;ele175-255;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 8;Car Sling Component 9;ele175-256;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 8;Car floor 1;ele175-257;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 9;Car & Counterweight Buffer;ele175-258;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 9;Car Sling Component 7;ele175-259;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 9;Car Sling Component 8;ele175-260;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 10;Counterweight screen;ele175-261;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 10;Pit equipment accessories 5;ele175-262;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 10;Car Sling Component 6;ele175-263;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 10;Car Sling Component 7;ele175-264;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 10;Bundle 2;ele175-265;edge;i;1;1;False;True;False;False;False;1
Car Sling Component 10;Electrical system 13;ele175-266;edge;i;1;1;False;True;False;False;False;1
Car Sling Component 11;Counterweight screen;ele175-267;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 11;Rope 2;ele175-268;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 11;Rope 3;ele175-269;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 11;Car Sling Component 2;ele175-270;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 11;Car Sling Component 7;ele175-271;edge;"s;ME";1;1;False;False;False;True;True;2
Car Sling Component 11;Car floor 1;ele175-272;edge;s;1;1;False;False;False;False;True;1
Car Sling Component 11;Bundle 2;ele175-273;edge;i;1;1;False;True;False;False;False;1
Car Sling Component 11;Electrical system 13;ele175-274;edge;i;1;1;False;True;False;False;False;1
Car Sling Component 12;Rope 4;ele175-275;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 1;Counterweight screen;ele175-276;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 1;Rope 1;ele175-277;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 1;Counterweight Sling Component 2;ele175-278;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 2;Counterweight screen;ele175-279;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 2;Counterweight Sling Component 1;ele175-280;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 2;Counterweight Sling Component 3;ele175-281;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 2;Counterweight Sling Component 4;ele175-282;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 2;Counterweight Sling Component 11;ele175-283;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 2;Filler bits;ele175-284;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 2;Filler 1;ele175-285;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 2;Filler 2;ele175-286;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 3;Counterweight screen;ele175-287;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 3;Counterweight Sling Component 2;ele175-288;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 3;Counterweight Sling Component 5;ele175-289;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 3;Counterweight Sling Component 6;ele175-290;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 3;Counterweight Sling Component 8;ele175-291;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 3;Counterweight Sling Component 10;ele175-292;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 3;Counterweight Sling Component 11;ele175-293;edge;s;1;1;False;False;False;False;True;1
Counterweight Sling Component 3;Filler bits;ele175-294;edge;"s;ME";1;1;False;False;False;True;True;2
Counterweight Sling Component 3;Filler 2;ele175-295;edge;"s;ME";1;1;False;False;False;True;True;2
