Label,Duration,U ppm,Th ppm,238U/206Pb,238U/206Pb2s,207Pb/206Pb,207Pb/206Pb2s,rho,208Pb/232Th,208Pb/232Th2s,BestAge,BestAge_Err,Age68,Age68_Err,Age75,Age75_Err,Age76,Age76_Err,Age82,Age82_Err,Concordance,Start time,U238_ppm_mean,U238_ppm_2SE,U235_ppm_mean,U235_ppm_2SE,Th232_ppm_mean,Th232_ppm_2SE,Si28_ppm_mean,Si28_ppm_2SE,Ca44_ppm_mean,Sr88_ppm_mean,Y89_ppm_mean,La139_ppm_mean,Ce140_ppm_mean,Pr141_ppm_mean,Nd146_ppm_mean,Sm147_ppm_mean,Eu153_ppm_mean,Gd157_ppm_mean,Tb159_ppm_mean,Dy163_ppm_mean,Ho165_ppm_mean,Er166_ppm_mean,Tm169_ppm_mean,Yb172_ppm_mean,Lu175_ppm_mean
EG334_m5_6,9.025,3530.14,33221.8,18.6601633232689,0.433471014264544,0.0525696102465955,0.0014495642743813,0.0789138114631378,0.0168412749140728,0.000469142556539196,336.785842838232,7.72372439211104,336.525215831887,7.81739817091207,333.099299288912,11.6839619204417,310.26588029292,62.7714086559283,337.5650939203,9.40345383399867,1.01028497072881,45422.4396469792,3530.14,280.781,3760.75,2897.01,33221.8,2497.09,4430.35,646.685,4536.38,11.4107,16917.6,111900,236697,27226.8,102674,22068,499.322,13592.8,1716.49,6819.67,779.327,1162.43,97.3274,363.716,34.4721
EG334_m5_7,9.05,4238.88,38537.9,18.6369928715329,0.383143765432758,0.0525392076022664,0.0013218105211761,0.327538921532799,0.017076612028673,0.00050857181901065,337.210857386959,6.84532670963051,336.932855101377,6.92674637434324,333.28789960256,9.71719301249996,308.948799405579,57.2858026901402,342.242458294381,10.1925879246538,1.01093635713497,45422.4416432523,4238.88,291.757,4663.57,5197.11,38537.9,2743.71,688.101,344.52,5347.67,10.6316,17615.4,100506,236694,26231,97710.9,22853.2,490.664,13329.4,1829.34,6998.84,810.276,1276.17,109.661,353.704,33.9889
EG334_m5_8,9.005,4622.99,39117.1,19.1233442444811,0.495055428796559,0.0536316325248144,0.00125976619067515,-0.0866964402485154,0.016647325912394,0.000500898808828056,328.313471067112,8.38333592805139,328.578538862562,8.50607442769309,331.818376090316,11.8585058996695,355.613402186639,53.0429681565986,333.709511420529,10.0409337598591,0.990236112701388,45422.4420759375,4622.99,431.254,2896.27,5279.15,39117.1,4025.86,2281.15,303.16,5199.53,15.1185,17859.4,111355,234960,26785.8,99149.6,20930.6,515.113,13609.9,1845.25,6716.06,826.653,1259.98,107.571,413.334,33.6375
EG334_m5_9,9.002,4371.55,39312.2,18.7574233849508,0.422704955744838,0.0531710645885387,0.00125924531725737,0.0112204299484842,0.0167206435417666,0.000514100978931141,334.812098602443,7.44482113321212,334.824821220304,7.54539194065183,334.85747823535,10.9140285428897,336.103583660935,53.6655632883603,335.167105612427,10.3052096452181,0.999902474882097,45422.4425073611,4371.55,257.28,2728.46,3630.04,39312.2,2760.05,1846.76,363.287,6370.03,16.0929,18068,105454,238693,26758.7,97769,20873.9,554.889,14768.6,1741.11,6469.86,745.539,1246.4,116.497,378.845,35.8865
EG334_m5_10,9.076,4277.91,33055.4,18.5723940804675,0.503030177953101,0.0528339352491455,0.00132649016119462,0.240066086788424,0.0170181470313499,0.000526094159387059,338.238781551974,9.03269078348684,338.074579451994,9.15669326885591,335.87213968062,11.4717349063859,321.671819773589,57.0383144776744,341.080557774011,10.5440674002188,1.00655737559379,45422.4429410185,4277.91,335.466,8345.79,5734.98,33055.4,2551.48,3395.44,346.018,4539.83,11.4552,16787.1,112528,265178,28765.9,111660,22603.6,569.463,15038.3,1959.35,7400.8,831.042,1291.76,112.807,393.487,41.0436
EG334_m5_11,9.091,3411.4,29762.3,18.882420896094,0.532421587204053,0.053077570324795,0.00140928890694032,-0.115637921496156,0.016714658234331,0.000516098556422279,332.669999736,9.2515689592649,332.664569514642,9.38003654733578,332.468183861692,13.3564491436969,332.114195305923,60.2084654813279,335.04811839821,10.3452818366429,1.00059069006444,45422.4433759028,3411.4,230.403,2358.67,2620.32,29762.3,2150.51,1691.65,426.666,4551.84,14.6465,15251.3,103138,251114,26154.8,98353.7,20126.2,523.105,14313.2,1695.83,6431.83,778.548,1143.4,103.368,322.098,31.9101
EG334_m5_12,9.013,4519.01,32734.4,19.0828842733455,0.43504358097049,0.0528085744158212,0.00131356259612419,0.0176370217591344,0.0167268766138642,0.000471677284659044,329.342050333106,7.41128368331648,329.257706092692,7.5062788973033,328.058460768903,11.0110156195467,320.580950706132,56.5205462787225,335.291017614689,9.45479305012512,1.00365558419368,45422.4439528241,4519.01,342.643,6308.75,5124.05,32734.4,1877.4,2426.54,517.018,4691.48,16.4552,19201.9,123594,264175,27088.1,114450,23095.2,597.253,15866.9,1981.26,6891.46,885.426,1328.25,123.761,378.11,39.6761
EG334_m5_13,9.032,3656.01,35147.8,18.6424617464457,0.478308606729572,0.0532659534361965,0.00146358966119832,0.109463144329323,0.0168295403294637,0.000512607229455393,336.803402129541,8.52671878377315,336.836551795344,8.64219672144645,337.126117122651,12.1899667327603,340.142432061373,62.2184119814251,337.331838761695,10.274715523394,0.999141077144131,45422.4443858681,3656.01,272.768,8109.34,2875.94,35147.8,2620.81,2491.07,415.106,5032.39,13.0943,15752.4,112597,252043,28163.3,104435,20515.1,527.578,14180.2,1746.54,6460.09,761.557,1217.85,102.366,337.467,32.6594
EG334_m5_14,9.021,4211.75,35929.4,18.9404148320539,0.443064994874476,0.0529960719445707,0.00144627173881741,0.0233996982104403,0.0167712376033579,0.000518073757999922,331.701632112965,7.66161856142152,331.671738162033,7.75865461616366,331.165222320897,11.809366275805,328.62861809318,61.9218564012947,336.172881674942,10.3845853398517,1.00152949587395,45422.4448207986,4211.75,388.673,5309.07,2895.91,35929.4,2667.5,2776.71,454.384,6511.42,13.4618,18099.3,118146,241516,28953.6,110614,24755.4,611.138,15469.5,1907.13,7612.57,845.757,1370.72,113.238,390.612,41.6645
EG334_m5_19,9.031,4277.29,31800.9,18.3147239022386,0.468615253561932,0.0544214821320473,0.00142416404501963,-0.212025135799362,0.0164525744310325,0.000528152581501162,342.231281036527,8.63752117756804,342.706722823386,8.76876979803283,348.529996228926,13.599921335056,388.532027247249,58.7528055509586,329.837235952373,10.5882753105723,0.983291901791678,45422.4469981829,4277.29,274.6,4054.36,4842.55,31800.9,2012.27,1393.83,414.689,4688.21,15.2187,16155.1,114554,256713,26879.9,102444,22720.6,572.476,14122.3,1607.63,6378.41,800.773,1085.62,91.3709,334.297,30.7725
EG334_m5_20,9.067,7181.87,20493.1,18.8965341804558,0.516798645464907,0.0518850203048991,0.00119998671036131,-0.00578952930551958,0.016636567530372,0.000533931070126605,332.927668611608,8.97601706913442,332.422409165554,9.09137353645641,325.869590462571,11.6883817008854,280.345967431691,52.9323696374927,333.495620113634,10.7031497335452,1.02010871494232,45422.447525544,7181.87,421.528,8700.36,3138.93,20493.1,1253.72,1590.37,441.128,3443.54,9.43078,20927.4,111275,251731,25910.1,104883,22948,520.021,15546.2,2074.9,8030.82,974.82,1468.57,138.263,472.409,48.7875
EG334_m5_21,9.024,4964.47,30654.4,18.7500086893731,0.482314287437561,0.0527244043297911,0.00130970111375924,-0.000574551575238195,0.016146703375691,0.000524089459194104,335.131935681122,8.50231417945827,334.953846676861,8.61615738748875,332.570593094083,11.8945982531238,316.955182736507,56.4808516005773,323.754053944859,10.5084042913248,1.00716615850068,45422.4479633681,4964.47,379.51,1868.93,2283.88,30654.4,2282.91,645.059,363.981,6095.19,17.4309,16823.6,107304,235643,26153.8,99393.2,21280.7,530.439,13432.3,1633.77,6383.44,729.655,1171.61,105.98,363.628,38.1387
EG334_m5_22,9.039,5231.59,28286.8,19.0629149684575,0.447563090778031,0.0540789237102354,0.00133720853927972,0.329515018448862,0.0161249963926709,0.000491350827022632,329.151190453739,7.62782900505719,329.593950005248,7.73827545315988,335.078587215465,10.2605655565528,374.337677481867,55.6537550721653,323.322274573326,9.85207457650343,0.98363178842374,45422.4483978935,5231.59,397.208,6551.19,2587.74,28286.8,2046.49,1176.11,366.068,5740.19,31.577,15566.8,114485,237051,27626.6,101536,20953.4,514.598,13458.8,1724.31,6199.9,711.45,1034.58,97.012,314.545,35.8701
EG334_m5_23,9.003,4102.49,31745.6,18.7537015715808,0.500893414956996,0.0523306890321636,0.00136157202301485,0.180131309658327,0.0161171024730329,0.00052909393633462,335.234020711206,8.83079097393686,334.889573238443,8.94457989174213,330.395103612608,11.5883648193809,299.88651948637,59.3402237208103,323.165252231579,10.6089029138995,1.01360331789634,45422.4488329514,4102.49,182.435,3506.19,2277.64,31745.6,1369.78,1230.67,440.164,4487.93,12.1042,16724,107671,237277,26683.3,104158,21343.4,551.12,14591.9,1846.68,6891.69,793.228,1226.45,113.695,339.588,38.7806
EG334_m5_24,9.039,5386.55,26130.6,19.1472865666854,0.396495955790772,0.0541769057221816,0.00136017410846838,-0.0738628593053965,0.0168108711163203,0.000489777792463326,327.682598062664,6.70406356579647,328.177957650554,6.79580537612674,334.335528478755,11.1166064291767,378.41047453901,56.4666716211241,336.960734413108,9.81721194016251,0.981582660819153,45422.4492689931,5386.55,421.855,3719.03,2942.95,26130.6,1961.3,1706.27,403.251,4656.79,15.7241,20567.3,110589,255051,27061,103260,23336.3,524.288,15776.6,2088.58,8448.79,983.388,1506.12,147.154,484.879,48.8413
EG334_m5_25,9.063,4053.06,45277.3,15.804786823573,0.322390969683452,0.130415855531273,0.00309723348854627,-0.135132902447227,0.015296798802732,0.000457268757143083,357.461714652839,7.74526041660759,395.493428737727,8.0673982773381,771.193428264411,24.997901168084,2103.5712867911,41.6912114094653,306.841482830598,9.17244354870043,0.512832986178051,45422.4497057407,4053.06,297.508,145.969,2820.51,45277.3,3849.29,6514.35,644.188,6342.49,156.633,16803.3,104337,235196,27413.8,107503,20605.7,500.707,13784.3,1694.01,6620.29,768.117,1171.33,112.034,407.192,45.4048
EG334_m5_26,9.005,5582.28,80976.5,19.1064873945767,0.420216595948158,0.0532154751611177,0.00123498163783649,-0.242212624003063,0.0160539507528167,0.000480611594104684,328.772008705689,7.13668583561555,328.861159646335,7.2327746169279,329.867920741217,11.1751790087395,337.995132100895,52.5699279316276,321.909022357489,9.63708004179399,0.996947987265268,45422.4501938542,5582.28,434.122,7675.04,3984.94,80976.5,7198.97,9176.12,821.185,7609.87,18.3221,20508,115596,220514,27260.6,106291,21064.2,549.31,15841.1,1859.97,7607,896.074,1464.6,129.947,485.789,53.5415
EG334_m6_1,9.089,3975.03,42500.7,18.8481688301952,0.398393070912824,0.0517378680193982,0.00126973788141029,-0.166048190378523,0.0167819337713585,0.000472974505041485,333.83060795234,6.96547846640005,333.253747760782,7.04397255562204,325.79227593144,11.0429079993552,273.841939790707,56.2341797667176,336.385507923082,9.48053849339968,1.02290254367759,45422.4517665278,3975.03,294.653,8170.81,2582.29,42500.7,2910.04,954.054,476.043,6680.24,14.3371,16812,112565,240108,28173.8,103267,20859.4,559.913,14244.4,1806.42,6616.7,771.801,1244.8,114.53,364.708,39.0814
EG334_m6_2,9.11,5644.23,52652.1,18.9231664340432,0.481809550140379,0.0537478039483558,0.00128763875478348,-0.0713619150712691,0.0160316814954132,0.000521101930222849,331.683067581115,8.33010460935766,331.96640349639,8.4523160586154,335.425842733301,11.9542861385907,360.497447680105,54.0526773118247,321.466018076792,10.4490949729009,0.989686426040639,45422.4522017245,5644.23,290.62,4137.59,2322.98,52652.1,2636.66,3993.04,456.653,6113.36,16.6554,22297.2,107454,246936,27616,104701,22796,550.471,15813,2064.14,7665.85,970.861,1507.64,141.693,519.403,53.5582
EG334_m6_3,9.064,6097.11,58600.6,18.8132872165175,0.376265744330349,0.0525065092373784,0.00123789218040585,-0.0368811049091242,0.0165851211470239,0.000432953967486465,334.114684013253,6.59750389209799,333.855904232566,6.67711808465132,330.446414169774,9.93895015148468,307.531067837298,53.6958832717566,332.472764557346,8.67918908883744,1.01031783041544,45422.4526368056,6097.11,327.976,6840.98,3168.13,58600.6,3356.14,3283.01,443.636,7306.36,15.1725,20541.1,99741.8,208673,25155.4,92253.8,20820.1,519.435,14911.8,1895.23,7616.74,930.035,1479.28,140.785,478.332,49.0104
EG334_m6_4,9.091,5512.64,53174.6,18.7707271196387,0.510127921657441,0.056179582807897,0.00151016036500785,-0.217392699709335,0.0166569396981058,0.000550014774012196,333.303225517333,8.93859031037281,334.59356779837,9.09317578658698,350.659831163481,14.3444604496868,459.472680413397,59.609188344397,333.900644676741,11.0254519109107,0.95418276649537,45422.4530731945,5512.64,319.384,3967.54,2690.7,53174.6,2805.4,3660.24,448.387,6844.13,19.063,20470.7,99195,222497,26059.1,100464,21218.1,556.258,15383.4,1976.48,7602.25,943.95,1513.49,145.175,515.414,50.5052
EG334_m6_5,9.137,4465.93,47127.7,19.0118957059895,0.380237914119791,0.052516707875349,0.00129889630735086,0.099766553796034,0.0164880541942236,0.000473457455978513,330.674710554322,6.53258294739658,330.456141794549,6.60912283589098,327.549910453572,9.99221736036423,307.973392352771,56.3266578296411,330.542741137432,9.49159454885345,1.00887263665239,45422.4535062384,4465.93,323.653,3981.63,1784.63,47127.7,3106.03,2873.5,346.085,6195.27,13.1216,18528.4,97553.5,212374,25468.3,95427.4,21674.1,549.279,14597.4,1917.52,7121.27,827.887,1316.59,117.613,402.907,40.1665
EG334_m6_6,9.055,5176.36,48676,19.0747824070262,0.445373527292284,0.0520895950901011,0.00129306499489625,0.327705329708494,0.0164069731656777,0.000472235154165197,329.779789119083,7.59885556871899,329.394042864922,7.69095990766206,324.352414131102,9.92521794381084,289.344905341388,56.7224043032008,328.930431356021,9.46746919084264,1.01554367568783,45422.4539407755,5176.36,318.411,4979.77,4070.9,48676,2746.04,3115.37,410.951,6817.2,18.5211,18163.6,109654,237751,25328.8,97953.3,19741.4,512.679,13592.4,1788.61,6583,835.178,1318.31,119.491,432.114,47.694
EG334_m6_7,9.136,5278.7,43502.3,18.7733313624324,0.375466627248648,0.0519011538201346,0.00120121643358513,-0.160403673323115,0.0165057807179784,0.000465613341407772,335.071084511923,6.61494553451174,334.548336691838,6.69096673383675,327.784374974844,9.86332708148048,281.057473533284,52.9633711891453,330.895218887921,9.33425877604483,1.02063540007822,45422.4543739815,5278.7,176.93,9229.66,2644.69,43502.3,1595.06,2334.68,429.731,6531.73,17.6872,23847.8,107364,214873,27755.6,100379,22657.1,577.424,16482.5,2136.17,8307.58,1124.58,1743.95,166.164,631.829,66.057
EG334_m6_8,9.042,5025.5,52066.1,18.8156523667062,0.397685617264675,0.0528522231673961,0.00133547113020383,-0.0928233759103341,0.0163958519807571,0.000456998890514427,333.927149455649,6.96927357054055,333.815006192942,7.05547829024281,332.266261117215,11.2470662416184,322.457998625385,57.3965820887096,328.709274707778,9.16205964896246,1.00466115659929,45422.4548102083,5025.5,407.035,8086.65,2159.93,52066.1,4165.35,3030.86,471.382,7511.93,15.5823,23304.6,107439,237870,27618.8,105105,22748.3,556.669,15837.1,2015.46,8170.12,1005.37,1598.76,166.216,556.056,59.9105
EG334_m6_9,9.065,3870.59,40625,16.8288875030076,0.381042866858014,0.0976428212952827,0.0054103228082282,0.0218390212130324,0.0167276211094903,0.000478444725291037,351.534977228728,8.34268955616064,372.107211982697,8.42532216149699,596.62172440619,35.4563927077801,1579.58383682021,103.66532163544,335.305817961244,9.59044319051067,0.623690349782438,45422.4552461227,3870.59,243.442,3137.01,3080.3,40625,2296.32,3084.92,330.328,6273.58,35.8977,17688.5,106193,232500,26387.1,98531.3,21889.8,590.835,14298.2,1873.46,6922.28,767.461,1318.89,113.07,395.655,40.1572
EG334_m6_10,9.011,3978.97,41119.8,18.0917451053108,0.521147408117391,0.0677970696399277,0.00163418381054178,0.273896704372992,0.0168223873537488,0.000571754344477464,340.502614311237,9.68628892640086,346.818923327111,9.9904007007556,422.783619550137,14.6363980243778,862.356643124835,50.0071508513271,337.189653585454,11.4603025894165,0.820322517925705,45422.4556827199,3978.97,314.484,9157.21,4005.89,41119.8,3006.06,2963.99,499.801,6032.74,27,19386.4,114962,229850,27985.9,106118,23472.3,613.439,14545.2,1984.77,7129.48,877.665,1342.46,120.807,416.634,39.4283
EG334_m6_11,9.054,5474.23,52885.2,18.7452969709356,0.38025236514516,0.0533407567454432,0.00132758961991125,0.100961374168936,0.0168504148082262,0.000455686441309029,334.953234010054,6.71067401949579,335.035888472246,6.79627477748747,335.952335658655,10.4646080200945,343.319256630433,56.3260390917439,337.74677104383,9.13369943186459,0.99727209163582,45422.4561221991,5474.23,278.016,9244.82,3376.55,52885.2,2507.5,3026.32,499.681,6339.66,15.7993,19510.2,96354.4,208235,23146.5,100035,21666.7,555.438,15380.4,1936.83,7618.16,926.589,1498.04,134.614,478.8,45.3375
EG334_m6_12,9.018,4030.73,40929.8,18.6880442010761,0.406409935727547,0.0528720661035218,0.00130779478709083,0.143364667645472,0.0169067478450945,0.000474845991545199,336.16262026582,7.21590121655868,336.036011658529,7.30779381891765,334.306320565988,10.5399617340796,323.31059400002,56.1774676365987,338.866488017657,9.51746574672384,1.00517397065545,45422.4565580093,4030.73,263.282,3938.79,2681.41,40929.8,2696.86,2323.15,339.091,6188.79,16.2867,16908.6,111276,223087,26727.8,97769.3,20760.3,527.214,14099.6,1756.84,6732.36,785.834,1226,106.108,401.371,38.0714
EG334_m6_13,9.069,3923.23,41562.3,18.6575443487404,0.373150886974807,0.0530202809821014,0.00134561917436358,-0.0149332319072482,0.0166921985187093,0.000451225706819991,336.640212211467,6.65048991959206,336.571242159643,6.73142484319286,335.570983688897,10.400910340483,329.664791380729,57.5755171107839,334.60161562341,9.04499490247244,1.0029807656781,45422.456992037,3923.23,237.261,6097.37,3861.52,41562.3,2199.32,2567.85,409.579,6832.28,15.0081,15634.2,107655,229343,25276.1,99018.5,21512.7,481.021,14122.5,1828.49,6819.83,759.059,1190.53,98.3691,328.821,30.1389
EG334_m6_14,9.021,4332.78,48130.4,18.5734308031947,0.414977362010508,0.0643955717623295,0.0021304448813034,-0.142419539071754,0.0165458299269058,0.000471625435216556,333.267889165594,7.39179613361203,338.056195225562,7.55302935642259,396.580308377559,16.6442737826726,754.64942884771,69.8275612298511,331.691542752872,9.45459785937305,0.852428091068305,45422.4574269213,4332.78,177.056,5225.52,2705.23,48130.4,1804.49,3491.88,353.372,7300.31,55.1385,18846.1,112162,236624,27710.1,105211,22325.2,551.338,14810.9,1881.38,7094.85,862.671,1295.76,112.546,367.007,37.8659
EG334_m6_15,9.025,4660.4,48737,18.7978246899888,0.375956493799777,0.053274818428949,0.00128201874018832,0.252145587592163,0.0166579884085931,0.00041247833580812,334.059956019559,6.59796916513184,334.123528516378,6.68247057032755,334.799821445164,8.88103048637483,340.519246310193,54.4869690040707,333.921494153229,8.26842826519397,0.99798000809598,45422.4578609607,4660.4,260.027,10328.7,3523.4,48737,2444.13,2046.67,425.094,6661.69,16.5011,19221.5,116594,253078,28746.9,105843,23210.9,575.399,15577.9,1941.93,7513.54,892.073,1333.82,120.387,388.357,41.9904
EG334_m6_16,9.034,4758.31,51430.8,18.8174071968496,0.532391163491655,0.053873903801436,0.0013675763383635,0.143553923678292,0.016397388263915,0.00052779774907886,333.464468049112,9.30368403359239,333.784668248215,9.44359687949433,337.702674566293,12.2594220368275,365.782217508037,57.2205076048274,328.739825484369,10.58144974862,0.988398059556058,45422.4582968287,4758.31,216.876,7127.24,3396.86,51430.8,2507.9,6537.24,521.82,6065.62,17.4937,18053,107847,232613,27180.4,103250,21863.4,529.647,14198.8,1856.71,6912.13,817.359,1253.02,112.688,379.367,39.8027
