#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep
7335517,0.2745039,55001.920777,0.0508,0.0507,0.3249,0.3191,0.5022
8739802,0.2745129,55001.999865,0.0382,0.0359,0.2536,0.2422,0.5299
4385109,0.2746477,54964.667954,0.0865,0.066,0.2434,0.2678,0.5166
4563150,0.2747205,54964.769475,0.2509,0.2134,0.1476,0.1592,0.5056
5104097,0.2753953,55000.035311,0.0033,0.0024,0.266,0.1943,0.5209
9772642,0.2754317,54953.633778,0.2883,0.2518,0.1323,0.1533,0.5053
8624778,0.2762617,55000.117411,0.3518,0.3365,0.1846,0.1449,0.5013
7680593,0.2763915,54964.777089,0.0544,0.0592,0.2478,0.2514,0.5058
3853259,0.2766478,54964.780871,0.1282,0.1318,0.248,0.2475,0.5071
11566174,0.2768752,54964.604431,0.3558,0.2991,0.1432,0.1274,0.5047
3354616,0.2769826,55000.188881,0.0069,0.0061,0.1447,0.1234,0.503
10074939,0.2770936,55063.305037,0.2779,0.2634,0.1261,0.1239,0.4984
2570289,0.2790278,54964.579321,0.0947,0.083,0.205,0.1694,0.4945
11246163,0.2792275,54964.563148,0.4156,0.4049,0.1888,0.167,0.4976
4476900,0.2796663,55000.141708,0.2471,0.2075,0.1453,0.1504,0.5058
9508052,0.2799961,54964.649508,0.1792,0.155,0.2261,0.1968,0.5036
9357030,0.2804421,55001.917598,0.0285,0.0241,0.2573,0.2597,0.5015
11352791,0.2805193,55000.163545,0.0347,0.029,0.2351,0.2366,0.4968
5786545,0.2805751,55001.987489,0.4152,0.3629,0.1358,0.1142,0.502
9272276,0.280613,54953.698094,0.1762,0.173,0.1505,0.1626,0.5014
9527167,0.2808953,55002.154036,0.0479,0.0438,0.2592,0.2383,0.4735
9179806,0.2809633,54964.81227,0.1472,0.1202,0.1931,0.1871,0.5073
7272739,0.2811646,54964.852294,0.3623,0.3015,0.1106,0.1209,0.4992
10600319,0.2815156,54964.868221,0.0244,0.0268,0.2439,0.2465,0.5266
5218385,0.2815375,54964.580677,0.0473,0.044,0.1733,0.1244,0.4999
7269797,0.2817924,54964.708488,0.1995,0.1809,0.1775,0.1829,0.5082
5891963,0.28196,54949.819126,0.0068,0.0081,0.2418,0.2544,0.4652
7199353,0.2819867,54964.814394,0.328,0.2789,0.1153,0.1352,0.4996
10350225,0.2820697,54964.827478,0.2064,0.1111,0.2038,0.1795,0.5076
8626039,0.2828906,55000.051783,0.1629,0.1561,0.1632,0.1604,0.5042
6267702,0.2831963,54999.949686,0.0722,0.0567,0.2619,0.2393,0.517
1433410,0.2832752,54999.951811,0.1179,0.1219,0.1308,0.1488,0.5003
8242493,0.2832856,54964.621844,0.2638,0.2315,0.1436,0.1143,0.4991
6929869,0.283692,55000.093721,0.0745,0.0675,0.2574,0.2459,0.5073
7440742,0.2839922,54949.928411,0.0215,0.018,0.1298,0.1491,0.5012
9533706,0.2841181,55002.123818,0.4099,0.3805,0.1902,0.1624,0.5025
4241946,0.284384,54999.914195,0.4731,0.4432,0.141,0.1182,0.4973
11405559,0.2849367,54964.84459,0.3908,0.3347,0.1453,0.1157,0.5016
8677949,0.2849507,55001.951829,0.1322,0.1121,0.2494,0.2453,0.4998
11036301,0.2852372,54964.715182,0.0978,0.0858,0.2525,0.2494,0.4914
7367833,0.2861988,54964.861266,0.1763,0.1487,0.1839,0.1412,0.4975
5459373,0.2866088,54964.670887,0.044,0.042,0.2382,0.2433,0.503
11444780,0.2867135,54964.58988,0.45,0.4313,0.1465,0.1148,0.5001
8280135,0.286885,54964.797973,0.0744,0.0806,0.25,0.2541,0.4932
4073678,0.2882443,54927.892568,0.002,-1,0.1369,-1,1
11341950,0.2883712,54964.806734,0.5253,0.4266,0.1556,0.1291,0.499
5699617,0.2889166,54964.792095,0.3188,0.2545,0.117,0.1361,0.5025
6467389,0.288976,54953.686178,0.2667,0.2192,0.1389,0.1411,0.5049
9882280,0.289075,54964.87713,0.4287,0.4276,0.171,0.1441,0.5017
4758092,0.289166,54964.779256,0.1516,0.1488,0.2076,0.1912,0.5082
9664382,0.290754,54999.946674,0.3647,0.2948,0.1412,0.125,0.5049
11295026,0.2908549,54953.888646,0.1711,0.1546,0.2078,0.2055,0.51
10322582,0.2912692,54964.559511,0.3364,0.3216,0.2016,0.1805,0.5033
6128248,0.2917436,54964.750595,0.44,0.3454,0.1765,0.1346,0.5019
5008287,0.2918775,54964.561803,0.0847,0.0847,0.235,0.1972,0.5072
11135978,0.2920594,54953.926345,0.0076,0.0061,0.1121,0.1248,0.5013
4661397,0.2923249,54964.689325,0.0637,0.0572,0.1754,0.1751,0.5096
9995981,0.2932666,54964.846777,0.1973,0.1858,0.1748,0.1797,0.5074
10847118,0.2935526,54964.702947,0.2748,0.2546,0.1431,0.1509,0.5015
3730067,0.2940786,54964.887243,0.3828,0.2076,0.1435,0.1245,0.5
3454864,0.2941204,54964.780262,0.0426,0.0271,0.1569,0.0966,0.5011
9145846,0.2944796,54964.702271,0.1725,0.1565,0.2275,0.3266,0.4812
12153332,0.2946266,54953.871096,0.0413,0.0296,0.2639,0.2343,0.4987
2302092,0.2946734,54964.690581,0.2118,0.1713,0.1403,0.1727,0.4873
4950505,0.2948091,54964.865804,0.0619,0.0541,0.1522,0.1463,0.5019
5543482,0.2948275,55000.186215,0.2423,0.2061,0.1212,0.1705,0.4999
10123627,0.2949393,54964.807405,0.1319,0.1205,0.2404,0.2676,0.4892
9665086,0.2965356,55000.079903,0.0038,0.0028,0.1493,0.1089,0.5007
11244501,0.2966763,54953.815356,0.0579,0.0463,0.2603,0.2374,0.5174
7884426,0.2967316,54964.67495,0.1237,0.1165,0.2605,0.2381,0.5107
7740566,0.2970627,55113.454311,0.3005,0.2691,0.1252,0.1604,0.5012
2715007,0.2971105,54964.782119,0.0389,0.0334,0.1983,0.1964,0.5101
6471048,0.297228,54953.685654,0.4348,0.3554,0.1314,0.1164,0.4976
6046061,0.2972557,54919.45441,0.0016,-1,0.1366,-1,1
7130044,0.297665,54964.695612,0.3706,0.2902,0.1602,0.1282,0.504
5557368,0.2979309,54953.768264,0.1601,0.1346,0.2365,0.2355,0.4962
7941050,0.2979811,54964.782894,0.1881,0.1575,0.1856,0.2045,0.5078
10149237,0.2979959,54951.244018,0.0143,0.0156,0.2496,0.2429,0.525
10880490,0.2980053,54964.857887,0.111,0.0911,0.1846,0.132,0.5
4651526,0.2981451,54999.972379,0.0877,0.0856,0.2021,0.2487,0.4997
5617953,0.298696,55002.067477,0.276,0.2394,0.1106,0.1113,0.5008
11604958,0.2989297,54964.653176,0.182,0.1569,0.1432,0.121,0.4994
5961327,0.299202,54964.708008,0.3714,0.3428,0.1465,0.123,0.5033
11127048,0.2993229,54964.78619,0.08,0.0717,0.2605,0.241,0.5179
8309175,0.2995914,54964.74857,0.0906,0.0756,0.2592,0.238,0.5032
11496078,0.2997192,54953.599863,0.0617,0.0607,0.1699,0.1803,0.5067
4036687,0.2997993,55000.292216,0.2466,0.2269,0.1929,0.1607,0.4985
5881838,0.3003313,55005.795225,0.5536,0.4691,0.1505,0.1099,0.5
2996347,0.3010109,55002.146322,0.0969,0.1002,0.1839,0.1732,0.5072
7597095,0.3012058,54964.709147,0.3556,0.3145,0.1231,0.1238,0.5015
11716688,0.3012184,54964.845939,0.0142,0.0127,0.269,0.2349,0.5178
9274472,0.3020905,54964.726022,0.1831,0.1519,0.1948,0.1978,0.4978
4074708,0.3021166,54964.856673,0.48,0.4018,0.1418,0.0961,0.5
8394040,0.3021265,54964.878453,0.0605,0.0533,0.127,0.1267,0.5008
8625469,0.3022458,55000.520801,0.3641,0.3468,0.1872,0.1617,0.5011
9161428,0.3025934,55002.082455,0.0997,0.0839,0.2698,0.2387,0.515
8298344,0.3028751,54964.796026,0.0831,0.0849,0.2392,0.204,0.5331
9948201,0.303181,54964.901895,0.0519,0.0399,0.2627,0.2346,0.5094
4941060,0.3034224,54964.691063,0.42,0.3465,0.1298,0.1058,0.5007
10355671,0.3036296,54953.637054,0.015,0.0135,0.2737,0.2326,0.5037
7877062,0.3036515,54964.778743,0.3638,0.3476,0.165,0.1437,0.5023
9470175,0.3038318,54964.841477,0.3618,0.3392,0.1643,0.1094,0.5013
3745184,0.3042328,54964.732045,0.3921,0.216,0.1664,0.1027,0.502
7273033,0.3050331,55002.048055,0.0291,0.0338,0.2415,0.2579,0.4669
10084115,0.3056657,54964.752203,0.1569,0.143,0.195,0.1825,0.5067
10395202,0.3059446,54964.643345,0.2258,0.179,0.156,0.1784,0.5114
11498689,0.306306,54964.607232,0.2878,0.2192,0.1207,0.1623,0.5069
11395117,0.3065169,54964.845917,0.5161,0.4671,0.1624,0.1312,0.5005
6504095,0.3067755,54964.632606,0.0591,0.0605,0.2749,0.2284,0.5176
11245381,0.3069917,54953.641745,0.4677,0.4286,0.157,0.139,0.5002
7773380,0.3075778,54964.888998,0.142,0.1281,0.2425,0.2198,0.496
10723143,0.3076416,54964.841306,0.2734,0.2395,0.1263,0.1569,0.5047
5563814,0.3082342,54964.683004,0.1671,0.1423,0.2033,0.1986,0.4999
10285661,0.3082916,55002.038068,0.0731,0.0605,0.136,0.1572,0.5046
9245929,0.3083748,54964.742065,0.0778,0.0642,0.2696,0.2361,0.4914
5307780,0.3088511,54964.975035,0.1298,0.1228,0.172,0.1839,0.5027
11305087,0.3092669,54964.836735,0.2333,0.1946,0.139,0.1555,0.5057
7035139,0.3097412,54964.871775,0.2334,0.2049,0.1457,0.1697,0.5077
4168013,0.3108761,55002.044137,0.248,0.2281,0.1515,0.1688,0.5045
11151970,0.3116291,54954.067131,0.0259,0.0241,0.158,0.1791,0.5037
11084647,0.3116736,54964.744983,0.2542,0.2285,0.1486,0.1656,0.5077
6265720,0.3124277,54964.727675,0.1556,0.1517,0.1899,0.2115,0.5045
11442348,0.3128408,54964.605336,0.3768,0.3315,0.1083,0.1138,0.5018
10801703,0.3130925,54964.827035,0.0303,0.0191,0.2602,0.237,0.5063
6966265,0.3134353,54964.757106,0.2559,0.2148,0.1136,0.1133,0.5037
11137143,0.3135334,54964.776698,0.0332,0.0267,0.2389,0.2382,0.5071
8029708,0.3135574,55000.601078,0.412,0.3235,0.1077,0.141,0.5023
4569923,0.3135835,54964.657797,0.0469,0.0368,0.1698,0.1784,0.5159
12071741,0.3142642,54964.817555,0.0461,0.0439,0.2697,0.2372,0.5122
5283266,0.3146487,54964.67672,0.189,0.1426,0.1619,0.1646,0.5053
7821450,0.3147619,54964.681405,0.264,0.2417,0.207,0.1791,0.5026
10322296,0.3150326,54964.780304,0.1352,0.1126,0.1566,0.1696,0.5022
8545456,0.3152045,54953.665175,0.0296,0.0263,0.1185,0.1143,0.5032
5283839,0.3152311,54964.855369,0.2452,0.2343,0.2032,0.1528,0.4981
3353233,0.3157777,55002.057634,0.0357,0.0279,0.106,0.1186,0.5023
4249218,0.3161948,54964.857382,0.3063,0.2659,0.1379,0.1182,0.505
6431545,0.3168339,54964.589641,0.1598,0.1724,0.2179,0.198,0.5073
7533807,0.3168451,54964.669469,0.0754,0.0688,0.2634,0.2375,0.5079
7953796,0.3175482,54964.843665,0.0584,0.0503,0.2622,0.2393,0.4988
3545476,0.3176886,54964.739951,0.0106,0.0072,0.2579,0.2292,0.5039
9994475,0.3184064,54964.732027,0.3298,0.3178,0.1195,0.1191,0.5034
9347868,0.31847,54964.835249,0.1702,0.1592,0.1436,0.1626,0.5048
9005043,0.320238,55002.139462,0.5557,0.4537,0.1464,0.1269,0.4999
11722816,0.3203734,54964.744235,0.0066,0.0056,0.1662,0.1629,0.5054
10032935,0.320516,54964.672349,0.1079,0.1051,0.1716,0.1579,0.5006
9145707,0.3207706,54964.766143,0.4441,0.3938,0.1286,0.1042,0.5024
11303416,0.3207842,54964.927759,0.1883,0.1908,0.1648,0.2015,0.495
2571439,0.3209791,54964.701572,0.0524,0.0442,0.2566,0.2463,0.5106
9181877,0.3210098,54953.793919,0.0111,0.0088,0.1387,0.1154,0.5037
5983351,0.3211848,55001.958846,0,-1,0.2,-1,1
9713664,0.321236,54964.675186,0.1467,0.1409,0.1798,0.1787,0.5033
7118656,0.3213551,54964.747849,0.0846,0.0726,0.2408,0.2112,0.4935
8330092,0.3217236,54964.942348,0.0371,0.0362,0.1467,0.1204,0.501
2854432,0.3223256,54964.880329,0.1429,0.1322,0.1938,0.2,0.5056
9991887,0.3223957,54964.743878,0.1854,0.1471,0.2193,0.2125,0.5192
6061139,0.3224413,54964.913384,0.3251,0.2468,0.1211,0.1333,0.5061
4474193,0.3225048,54964.738944,0.2127,0.1711,0.1877,0.1501,0.4923
5984000,0.3230583,54964.653132,0.2298,0.2045,0.1435,0.1514,0.5085
7627059,0.3236502,55002.006219,0.3288,0.3069,0.1339,0.1418,0.502
7199183,0.324092,55002.030763,0.1503,0.1493,0.2087,0.2321,0.4764
5195137,0.324117,54964.554051,0.0728,0.064,0.258,0.2396,0.5185
7280704,0.3243504,54953.70694,0.0302,0.0252,0.2639,0.2396,0.5084
8956957,0.3243816,54964.745506,0.0988,0.0949,0.2177,0.2629,0.5003
6264091,0.3250179,54964.640434,0.117,0.1179,0.2407,0.1958,0.5125
3439180,0.3250651,55002.039112,0.1838,0.1591,0.1041,0.1042,0.5027
7685689,0.3251596,55001.994674,0.3378,0.3184,0.1827,0.164,0.5034
5791886,0.3251705,54999.992375,0.3208,0.281,0.116,0.1213,0.501
8555573,0.3263619,54964.830102,0.0953,0.0862,0.2619,0.2435,0.4986
2694741,0.3266474,54953.773721,0.1402,0.1144,0.2482,0.2301,0.4916
8481574,0.3268648,54964.728369,0.0452,0.0417,0.2841,0.2352,0.5066
6507541,0.3272123,54964.69946,0.0048,0.0042,0.2461,0.2383,0.5358
11972387,0.3278982,55000.018394,0.0003,-1,0.0974,-1,1
3956545,0.3302801,54964.884961,0.3629,0.2977,0.1115,0.1158,0.5026
11289003,0.3303415,55000.013774,0.0155,0.0137,0.2511,0.2382,0.5038
8245326,0.3307674,55001.985218,0.1164,0.1058,0.2467,0.2249,0.5074
9519590,0.3308941,54964.676736,0.0646,0.0675,0.1778,0.1803,0.5025
2141697,0.3310425,54953.836742,0.1134,0.1145,0.2466,0.2172,0.5062
7696778,0.3312357,55000.007202,0.3058,0.2845,0.1179,0.133,0.5079
11751847,0.3314836,54964.716133,0.0342,0.0303,0.2707,0.2279,0.5052
8097902,0.3315636,54999.994061,0.3517,0.3436,0.1314,0.1331,0.5004
9237755,0.3316703,54964.777807,0.0846,0.0875,0.2374,0.2664,0.4956
7204041,0.3316792,54953.965533,0.0701,0.0581,0.2664,0.233,0.5093
11672319,0.3317754,54964.813262,0.0356,0.0315,0.2595,0.237,0.5178
12458133,0.3325218,54964.89951,0.3102,0.2698,0.1292,0.1204,0.5036
8190613,0.3325852,54964.800952,0.1759,0.1746,0.194,0.1827,0.5083
9786165,0.3326251,54999.874947,0.5214,0.4724,0.1499,0.1254,0.4995
5620981,0.3335163,54964.759352,0.2492,0.2182,0.1367,0.1424,0.5042
11502581,0.333636,54964.875051,0.4844,0.4331,0.1347,0.1207,0.5014
9097798,0.3340654,54964.721156,0.0555,0.0539,0.2493,0.2468,0.5082
4945857,0.3354148,54964.832845,0.1382,0.1256,0.1561,0.0975,0.5012
10255110,0.3367025,54953.62364,0.1749,0.1683,0.186,0.165,0.5072
9110213,0.3370543,54964.662645,0.1234,0.1106,0.1342,0.1223,0.4989
8211618,0.3374436,55000.238288,0.4848,0.4298,0.1496,0.1306,0.4997
10447902,0.3374641,54964.634577,0.2241,0.1862,0.1227,0.1248,0.504
7362751,0.338249,54964.744492,0.0307,0.026,0.1355,0.1073,0.501
8563964,0.3384363,54953.843362,0.0111,0.0111,0.2624,0.2696,0.5023
6368316,0.3385051,54964.637347,0.0911,0.075,0.2574,0.2416,0.5145
5615528,0.3391748,54964.771134,0.0142,-1,0.1578,-1,1
6615041,0.3400853,54964.806732,0.4482,0.4206,0.1651,0.1451,0.5016
9094335,0.3407591,54964.693771,0.0852,0.0716,0.2567,0.2425,0.4984
4244929,0.3414027,54964.746256,0.166,0.1542,0.2013,0.2204,0.4986
7889628,0.3423961,54964.7903,0.0176,0.015,0.2563,0.239,0.499
11083888,0.3426673,54964.685452,0.0451,0.0408,0.2642,0.2355,0.5033
6843507,0.3431821,54964.768043,0.2936,0.2602,0.1236,0.1263,0.5013
6286402,0.3433205,54964.71163,0.0667,0.0602,0.2568,0.2355,0.5066
10388897,0.3437287,54964.747492,0.0534,0.054,0.2686,0.2276,0.5071
8004839,0.3437639,54964.956346,0.0193,0.0174,0.2572,0.2448,0.4955
9639491,0.3445456,54964.925448,0.2918,0.2832,0.1603,0.1583,0.5011
11704101,0.3448528,55000.043723,0.2202,0.2168,0.1665,0.1592,0.503
7890379,0.3451272,55000.252101,0.1051,0.0857,0.2659,0.2407,0.5108
8230815,0.3452189,54953.680087,0.1407,0.1284,0.2479,0.2068,0.5118
11572643,0.3454039,54953.74027,0.0286,0.0258,0.2247,0.264,0.5086
10020247,0.3455567,55000.035426,0.2469,0.2287,0.1333,0.155,0.5
6593575,0.3457439,54964.829012,0.0437,0.0311,0.2604,0.2344,0.5083
3560212,0.3460643,55000.205217,0.4836,0.4874,0.1171,0.1379,0.5005
10848807,0.3462467,54999.987599,0.3678,0.3688,0.1552,0.1617,0.4994
10148799,0.3466053,54964.949129,0.1092,0.0814,0.2625,0.2447,0.5005
7973882,0.3466342,54964.606433,0.013,0.0113,0.2494,0.2519,0.5176
7282128,0.3470502,54964.935701,0.134,0.1245,0.2516,0.2136,0.5061
7339123,0.3471032,54953.720417,0.0811,0.0747,0.1547,0.152,0.5024
3549994,0.3471816,55000.000868,0.4363,0.3976,0.1324,0.1317,0.5008
8957887,0.3473549,54964.883007,0.1487,0.1325,0.1367,0.1674,0.503
10128961,0.3477426,54964.923514,0.1895,0.1703,0.1858,0.168,0.511
11910076,0.3481228,54964.903169,0.0658,0.06,0.2617,0.2211,0.4981
7691553,0.3483078,54964.870939,0.1101,0.1157,0.236,0.1984,0.5095
8842170,0.3493917,54999.989323,0.2144,0.2031,0.2118,0.1841,0.4967
9821923,0.3495329,54964.812382,0.1473,0.1419,0.2072,0.2435,0.5036
10680475,0.3498321,54964.776534,0.3287,0.3067,0.1145,0.1202,0.5021
9389122,0.3499502,54964.907981,0.4419,0.399,0.154,0.1331,0.4995
7529123,0.3500776,54964.931515,0.1978,0.1831,0.1683,0.1581,0.5051
10544976,0.3504691,55002.123696,0.3383,-1,0.0972,-1,1
5174346,0.3505923,55002.130574,0.2031,0.1856,0.1604,0.161,0.5037
8431389,0.3510926,54964.949522,0.2166,0.193,0.1672,0.1526,0.5096
8432859,0.3511705,55000.451536,0.2547,0.2311,0.2023,0.1545,0.4978
11404758,0.3512461,54964.825367,0.1779,0.1786,0.1706,0.1616,0.505
5468295,0.3520118,54964.782285,0.1958,0.1949,0.2054,0.1893,0.5075
7546429,0.3521208,55001.918456,0.0453,0.0398,0.2504,0.2445,0.53
9934052,0.3522461,54964.719109,0.0521,0.0514,0.26,0.2369,0.504
9466316,0.3525353,54964.896663,0.0284,0.0173,0.2554,0.2287,0.5143
8682849,0.3525548,55003.039756,0.3091,0.2806,0.2203,0.1421,0.5015
7506446,0.3525999,54964.894098,0.4142,0.4344,0.1556,0.1566,0.4996
12418274,0.3527221,54964.86756,0.0749,0.067,0.2629,0.2449,0.511
3935319,0.3531307,55001.97395,0.347,0.2833,0.1118,0.1135,0.5038
4074532,0.3531526,54953.94133,0.1638,0.1464,0.1324,0.1018,0.5014
10727655,0.3533655,54953.909174,0.5274,0.4701,0.1491,0.1176,0.5005
3443519,0.353627,54953.826091,0.0286,0.0222,0.2661,0.2333,0.5093
8241252,0.3540438,54964.64794,0.2997,0.2765,0.1243,0.1268,0.5043
4936334,0.3543686,54964.924771,0.0227,0.0212,0.2478,0.234,0.5121
